1 graphs. These are undirected weighted graphs; all are reachable from vertex 0.

** G1: |V| = 200
(u, v) E = { 
      (153, 129, 0.89407)
      (153, 130, 0.73752)
      (153, 133, 0.80802)
      (153, 134, 0.50673)
      (153, 135, 0.24506)
      (153, 136, 0.92595)
      (153, 144, 0.42695)
      (153, 145, 0.37806)
      (153, 148, 0.26292)
      (153, 154, 0.01882)
      (153, 155, 0.61783)
      (153, 158, 0.38071)
      (153, 159, 0.70215)
      (153, 161, 0.14372)
      (153, 162, 0.05270)
      (153, 163, 0.67972)
      (153, 167, 0.93610)
      (153, 171, 0.76783)
      (153, 172, 0.90253)
      (153, 174, 0.72116)
      (153, 176, 0.47281)
      (153, 177, 0.05160)
      (153, 178, 0.71579)
      (153, 182, 0.27902)
      (153, 183, 0.34818)
      (153, 185, 0.88268)
      (153, 193, 0.92773)
      (153, 194, 0.69799)
      (153, 198, 0.22279)
      (153, 199, 0.88165)
      (154,  1, 0.30143)
      (154,  2, 0.18877)
      (154,  6, 0.74461)
      (154,  7, 0.10798)
      (154,  8, 0.51103)
      (154, 11, 0.01599)
      (154, 12, 0.47965)
      (154, 19, 0.12088)
      (154, 20, 0.90211)
      (154, 22, 0.62430)
      (154, 26, 0.46373)
      (154, 30, 0.29520)
      (154, 31, 0.68129)
      (154, 33, 0.70591)
      (154, 35, 0.65390)
      (154, 38, 0.64284)
      (154, 39, 0.40999)
      (154, 42, 0.05352)
      (154, 43, 0.50931)
      (154, 45, 0.65189)
      (154, 47, 0.86137)
      (154, 48, 0.35485)
      (154, 51, 0.03788)
      (154, 53, 0.63030)
      (154, 55, 0.19613)
      (154, 56, 0.93848)
      (154, 58, 0.23952)
      (154, 61, 0.87815)
      (154, 62, 0.15751)
      (154, 64, 0.21859)
      (154, 65, 0.58740)
      (154, 67, 0.47428)
      (154, 70, 0.72936)
      (154, 77, 0.74513)
      (154, 78, 0.73687)
      (154, 81, 0.40289)
      (154, 83, 0.38045)
      (154, 84, 0.25375)
      (154, 86, 0.25869)
      (154, 89, 0.82157)
      (154, 91, 0.48734)
      (154, 92, 0.38372)
      (154, 96, 0.20613)
      (154, 97, 0.15859)
      (154, 100, 0.02924)
      (154, 102, 0.62232)
      (154, 107, 0.12761)
      (154, 109, 0.96708)
      (154, 111, 0.40886)
      (154, 114, 0.83666)
      (154, 115, 0.55819)
      (154, 116, 0.50372)
      (154, 118, 0.57885)
      (154, 119, 0.19277)
      (154, 120, 0.34993)
      (154, 121, 0.89132)
      (154, 124, 0.72830)
      (154, 125, 0.63373)
      (154, 130, 0.21554)
      (154, 132, 0.55440)
      (154, 137, 0.96889)
      (154, 140, 0.06057)
      (154, 141, 0.57797)
      (154, 143, 0.55892)
      (154, 144, 0.98814)
      (154, 146, 0.84754)
      (154, 147, 0.55750)
      (154, 148, 0.30904)
      (154, 149, 0.27931)
      (154, 151, 0.86141)
      (154, 152, 0.77506)
      (154, 158, 0.55668)
      (154, 160, 0.68716)
      (154, 162, 0.57438)
      (154, 164, 0.25807)
      (154, 166, 0.60676)
      (154, 167, 0.93069)
      (154, 168, 0.04493)
      (154, 171, 0.96958)
      (154, 173, 0.26201)
      (154, 174, 0.92933)
      (154, 178, 0.90263)
      (154, 180, 0.02730)
      (154, 184, 0.85520)
      (154, 185, 0.06126)
      (154, 188, 0.61065)
      (154, 194, 0.03539)
      (154, 199, 0.39989)
      (155,  1, 0.10893)
      (155,  3, 0.19583)
      (155,  4, 0.91049)
      (155,  6, 0.68123)
      (155, 12, 0.42785)
      (155, 14, 0.18924)
      (155, 18, 0.56058)
      (155, 22, 0.56492)
      (155, 28, 0.74246)
      (155, 39, 0.11391)
      (155, 42, 0.38713)
      (155, 43, 0.36313)
      (155, 44, 0.45333)
      (155, 45, 0.86827)
      (155, 47, 0.83453)
      (155, 48, 0.09837)
      (155, 49, 0.63274)
      (155, 57, 0.35473)
      (155, 60, 0.63228)
      (155, 61, 0.25355)
      (155, 66, 0.71591)
      (155, 70, 0.56208)
      (155, 73, 0.81805)
      (155, 77, 0.09730)
      (155, 80, 0.38231)
      (155, 82, 0.62417)
      (155, 84, 0.42389)
      (155, 86, 0.42403)
      (155, 92, 0.59307)
      (155, 93, 0.96786)
      (155, 96, 0.27324)
      (155, 101, 0.68862)
      (155, 105, 0.58835)
      (155, 106, 0.84771)
      (155, 112, 0.79066)
      (155, 115, 0.17741)
      (155, 117, 0.92327)
      (155, 119, 0.67767)
      (155, 120, 0.80776)
      (155, 122, 0.22582)
      (155, 123, 0.69530)
      (155, 124, 0.67501)
      (155, 127, 0.39745)
      (155, 130, 0.02308)
      (155, 134, 0.29901)
      (155, 139, 0.52500)
      (155, 141, 0.38509)
      (155, 142, 0.20277)
      (155, 143, 0.80628)
      (155, 144, 0.08932)
      (155, 147, 0.39558)
      (155, 148, 0.88754)
      (155, 150, 0.08448)
      (155, 151, 0.48923)
      (155, 152, 0.16263)
      (155, 153, 0.30449)
      (155, 154, 0.75744)
      (155, 156, 0.88946)
      (155, 157, 0.93769)
      (155, 160, 0.68485)
      (155, 161, 0.47015)
      (155, 167, 0.85129)
      (155, 168, 0.74509)
      (155, 173, 0.97052)
      (155, 174, 0.21725)
      (155, 175, 0.40715)
      (155, 176, 0.11837)
      (155, 180, 0.47370)
      (155, 181, 0.61259)
      (155, 182, 0.17729)
      (155, 183, 0.35903)
      (155, 184, 0.11165)
      (155, 185, 0.87591)
      (155, 191, 0.31691)
      (155, 195, 0.99153)
      (155, 198, 0.88473)
      (155, 199, 0.29555)
      (156,  1, 0.53932)
      (156,  2, 0.49275)
      (156,  4, 0.56783)
      (156,  5, 0.87862)
      (156,  6, 0.24420)
      (156,  9, 0.68586)
      (156, 10, 0.41487)
      (156, 11, 0.35328)
      (156, 13, 0.57030)
      (156, 15, 0.21108)
      (156, 16, 0.73041)
      (156, 18, 0.58401)
      (156, 24, 0.20063)
      (156, 25, 0.09910)
      (156, 30, 0.12809)
      (156, 38, 0.66031)
      (156, 40, 0.87176)
      (156, 43, 0.12126)
      (156, 46, 0.94962)
      (156, 47, 0.05763)
      (156, 48, 0.33881)
      (156, 49, 0.25958)
      (156, 52, 0.97678)
      (156, 54, 0.36122)
      (156, 59, 0.76017)
      (156, 60, 0.89026)
      (156, 61, 0.11963)
      (156, 62, 0.48850)
      (156, 64, 0.38154)
      (156, 65, 0.65417)
      (156, 71, 0.45467)
      (156, 74, 0.87844)
      (156, 79, 0.13861)
      (156, 80, 0.13672)
      (156, 81, 0.06010)
      (156, 84, 0.24575)
      (156, 86, 0.36707)
      (156, 87, 0.00579)
      (156, 88, 0.55817)
      (156, 90, 0.90316)
      (156, 93, 0.21852)
      (156, 94, 0.22031)
      (156, 97, 0.64045)
      (156, 102, 0.98992)
      (156, 107, 0.42967)
      (156, 111, 0.38400)
      (156, 112, 0.75977)
      (156, 120, 0.80260)
      (156, 121, 0.62666)
      (156, 122, 0.82499)
      (156, 124, 0.84269)
      (156, 127, 0.76710)
      (156, 130, 0.34100)
      (156, 132, 0.35414)
      (156, 133, 0.49514)
      (156, 135, 0.98615)
      (156, 136, 0.49637)
      (156, 143, 0.50648)
      (156, 145, 0.73666)
      (156, 148, 0.99648)
      (156, 151, 0.92461)
      (156, 154, 0.04419)
      (156, 155, 0.42473)
      (156, 161, 0.56611)
      (156, 162, 0.25385)
      (156, 166, 0.04522)
      (156, 170, 0.00037)
      (156, 172, 0.47713)
      (156, 173, 0.71282)
      (156, 178, 0.65662)
      (156, 180, 0.41904)
      (156, 187, 0.70304)
      (156, 188, 0.08414)
      (156, 189, 0.48012)
      (156, 190, 0.62994)
      (156, 191, 0.26823)
      (156, 193, 0.95018)
      (156, 196, 0.00922)
      (156, 199, 0.27004)
      (157,  2, 0.01839)
      (157,  4, 0.08461)
      (157,  5, 0.21332)
      (157,  6, 0.53837)
      (157, 12, 0.82203)
      (157, 13, 0.74725)
      (157, 15, 0.68678)
      (157, 17, 0.34454)
      (157, 18, 0.81848)
      (157, 19, 0.70270)
      (157, 21, 0.51555)
      (157, 26, 0.58935)
      (157, 31, 0.19499)
      (157, 34, 0.52176)
      (157, 38, 0.42625)
      (157, 39, 0.80633)
      (157, 42, 0.92988)
      (157, 43, 0.67756)
      (157, 44, 0.41368)
      (157, 46, 0.06519)
      (157, 47, 0.04716)
      (157, 49, 0.63736)
      (157, 50, 0.24901)
      (157, 51, 0.00359)
      (157, 52, 0.50985)
      (157, 54, 0.03000)
      (157, 57, 0.51646)
      (157, 58, 0.34712)
      (157, 59, 0.48894)
      (157, 62, 0.54163)
      (157, 64, 0.47025)
      (157, 65, 0.96002)
      (157, 67, 0.22181)
      (157, 71, 0.66779)
      (157, 72, 0.83069)
      (157, 75, 0.90617)
      (157, 78, 0.08888)
      (157, 79, 0.48838)
      (157, 80, 0.57382)
      (157, 81, 0.52912)
      (157, 87, 0.42692)
      (157, 88, 0.71965)
      (157, 89, 0.10989)
      (157, 90, 0.09590)
      (157, 94, 0.39665)
      (157, 99, 0.88768)
      (157, 102, 0.63860)
      (157, 103, 0.66753)
      (157, 109, 0.69330)
      (157, 112, 0.90153)
      (157, 114, 0.29890)
      (157, 116, 0.51307)
      (157, 117, 0.80648)
      (157, 119, 0.59578)
      (157, 120, 0.11570)
      (157, 122, 0.19281)
      (157, 123, 0.34602)
      (157, 131, 0.48964)
      (157, 132, 0.76380)
      (157, 134, 0.86020)
      (157, 141, 0.74650)
      (157, 142, 0.43645)
      (157, 147, 0.62473)
      (157, 148, 0.46143)
      (157, 150, 0.19467)
      (157, 151, 0.04180)
      (157, 152, 0.07585)
      (157, 153, 0.88935)
      (157, 154, 0.13836)
      (157, 155, 0.89643)
      (157, 156, 0.83935)
      (157, 158, 0.83540)
      (157, 159, 0.72990)
      (157, 162, 0.29644)
      (157, 165, 0.35925)
      (157, 166, 0.67894)
      (157, 167, 0.49277)
      (157, 168, 0.43710)
      (157, 171, 0.00656)
      (157, 176, 0.74100)
      (157, 177, 0.46702)
      (157, 178, 0.50008)
      (157, 179, 0.52728)
      (157, 180, 0.33812)
      (157, 183, 0.74025)
      (157, 186, 0.13926)
      (157, 191, 0.26727)
      (157, 192, 0.17668)
      (157, 193, 0.86796)
      (157, 196, 0.46418)
      (157, 198, 0.97383)
      (157, 199, 0.34293)
      (158,  1, 0.70172)
      (158,  2, 0.92057)
      (158,  3, 0.19810)
      (158,  4, 0.39811)
      (158,  5, 0.48951)
      (158, 10, 0.02174)
      (158, 15, 0.11264)
      (158, 17, 0.70675)
      (158, 18, 0.90907)
      (158, 20, 0.16462)
      (158, 21, 0.93181)
      (158, 23, 0.74116)
      (158, 25, 0.23274)
      (158, 27, 0.92671)
      (158, 28, 0.77762)
      (158, 30, 0.83244)
      (158, 31, 0.79471)
      (158, 32, 0.70529)
      (158, 37, 0.36415)
      (158, 38, 0.07035)
      (158, 39, 0.99982)
      (158, 40, 0.14540)
      (158, 41, 0.49732)
      (158, 42, 0.52915)
      (158, 43, 0.10396)
      (158, 44, 0.99278)
      (158, 48, 0.34991)
      (158, 51, 0.37955)
      (158, 52, 0.06519)
      (158, 53, 0.22691)
      (158, 54, 0.66619)
      (158, 55, 0.77745)
      (158, 56, 0.41387)
      (158, 57, 0.21864)
      (158, 58, 0.62860)
      (158, 59, 0.48515)
      (158, 60, 0.66352)
      (158, 62, 0.86168)
      (158, 63, 0.28222)
      (158, 66, 0.58321)
      (158, 69, 0.06742)
      (158, 70, 0.61627)
      (158, 72, 0.04404)
      (158, 74, 0.00967)
      (158, 75, 0.29466)
      (158, 76, 0.74594)
      (158, 77, 0.01191)
      (158, 78, 0.18970)
      (158, 79, 0.64599)
      (158, 80, 0.86152)
      (158, 81, 0.49360)
      (158, 82, 0.88710)
      (158, 84, 0.69503)
      (158, 85, 0.76958)
      (158, 86, 0.67285)
      (158, 91, 0.72915)
      (158, 94, 0.08810)
      (158, 96, 0.28831)
      (158, 97, 0.17885)
      (158, 98, 0.44454)
      (158, 100, 0.88003)
      (158, 102, 0.09677)
      (158, 106, 0.95586)
      (158, 107, 0.65451)
      (158, 109, 0.97962)
      (158, 112, 0.60310)
      (158, 113, 0.12686)
      (158, 114, 0.88894)
      (158, 118, 0.96249)
      (158, 120, 0.37632)
      (158, 121, 0.08773)
      (158, 122, 0.51581)
      (158, 123, 0.44717)
      (158, 124, 0.37029)
      (158, 126, 0.22336)
      (158, 132, 0.23489)
      (158, 133, 0.35311)
      (158, 134, 0.39649)
      (158, 135, 0.58128)
      (158, 139, 0.03526)
      (158, 140, 0.69604)
      (158, 144, 0.16345)
      (158, 150, 0.45413)
      (158, 152, 0.11749)
      (158, 154, 0.60325)
      (158, 156, 0.39144)
      (158, 159, 0.03411)
      (158, 160, 0.52474)
      (158, 162, 0.78035)
      (158, 163, 0.04690)
      (158, 164, 0.49557)
      (158, 167, 0.55747)
      (158, 171, 0.77467)
      (158, 173, 0.64822)
      (158, 176, 0.39221)
      (158, 179, 0.70417)
      (158, 182, 0.60472)
      (158, 183, 0.12756)
      (158, 189, 0.07325)
      (158, 192, 0.99136)
      (158, 194, 0.95265)
      (158, 198, 0.29454)
      (158, 199, 0.02467)
      (159,  1, 0.68219)
      (159,  6, 0.05352)
      (159,  7, 0.83566)
      (159,  9, 0.09193)
      (159, 13, 0.00836)
      (159, 15, 0.99483)
      (159, 16, 0.36240)
      (159, 17, 0.41352)
      (159, 24, 0.56978)
      (159, 25, 0.54185)
      (159, 28, 0.74614)
      (159, 29, 0.22904)
      (159, 31, 0.10003)
      (159, 32, 0.24592)
      (159, 35, 0.42010)
      (159, 38, 0.68977)
      (159, 39, 0.08105)
      (159, 43, 0.30163)
      (159, 45, 0.97381)
      (159, 48, 0.92598)
      (159, 52, 0.62606)
      (159, 54, 0.18217)
      (159, 56, 0.44257)
      (159, 59, 0.91643)
      (159, 63, 0.05423)
      (159, 64, 0.57601)
      (159, 68, 0.38911)
      (159, 69, 0.70634)
      (159, 70, 0.89672)
      (159, 72, 0.22655)
      (159, 75, 0.02855)
      (159, 76, 0.78666)
      (159, 79, 0.77767)
      (159, 82, 0.86495)
      (159, 84, 0.75826)
      (159, 86, 0.23438)
      (159, 87, 0.18760)
      (159, 93, 0.58720)
      (159, 95, 0.89735)
      (159, 96, 0.49171)
      (159, 97, 0.39335)
      (159, 100, 0.92355)
      (159, 106, 0.48595)
      (159, 107, 0.91536)
      (159, 110, 0.17252)
      (159, 111, 0.11482)
      (159, 112, 0.89637)
      (159, 117, 0.43765)
      (159, 121, 0.26466)
      (159, 126, 0.17141)
      (159, 129, 0.62896)
      (159, 130, 0.79300)
      (159, 131, 0.02262)
      (159, 133, 0.78967)
      (159, 134, 0.53249)
      (159, 136, 0.40733)
      (159, 140, 0.90762)
      (159, 141, 0.93005)
      (159, 144, 0.96647)
      (159, 145, 0.49758)
      (159, 146, 0.15461)
      (159, 148, 0.59693)
      (159, 149, 0.00409)
      (159, 151, 0.24188)
      (159, 153, 0.02966)
      (159, 155, 0.28739)
      (159, 157, 0.72580)
      (159, 160, 0.63051)
      (159, 161, 0.31285)
      (159, 162, 0.63110)
      (159, 165, 0.98011)
      (159, 167, 0.62754)
      (159, 169, 0.93494)
      (159, 170, 0.42596)
      (159, 173, 0.03466)
      (159, 175, 0.73976)
      (159, 183, 0.37756)
      (159, 186, 0.94579)
      (159, 187, 0.08427)
      (159, 189, 0.06330)
      (159, 191, 0.64506)
      (159, 195, 0.16781)
      (159, 197, 0.91978)
      (159, 199, 0.69630)
      (160,  6, 0.89616)
      (160, 13, 0.09647)
      (160, 22, 0.93883)
      (160, 24, 0.46655)
      (160, 30, 0.89267)
      (160, 32, 0.58267)
      (160, 33, 0.93095)
      (160, 34, 0.87434)
      (160, 35, 0.08741)
      (160, 37, 0.51243)
      (160, 38, 0.15328)
      (160, 39, 0.79150)
      (160, 44, 0.53428)
      (160, 46, 0.99690)
      (160, 47, 0.34579)
      (160, 50, 0.66869)
      (160, 51, 0.08215)
      (160, 55, 0.84800)
      (160, 56, 0.64383)
      (160, 57, 0.81671)
      (160, 58, 0.91384)
      (160, 59, 0.77532)
      (160, 61, 0.45790)
      (160, 66, 0.23636)
      (160, 68, 0.94476)
      (160, 69, 0.71627)
      (160, 72, 0.07491)
      (160, 74, 0.40475)
      (160, 76, 0.17174)
      (160, 77, 0.55193)
      (160, 78, 0.40482)
      (160, 79, 0.16125)
      (160, 80, 0.10683)
      (160, 82, 0.92061)
      (160, 84, 0.63425)
      (160, 85, 0.64455)
      (160, 86, 0.65868)
      (160, 91, 0.03679)
      (160, 96, 0.49887)
      (160, 98, 0.86303)
      (160, 100, 0.82017)
      (160, 101, 0.80170)
      (160, 103, 0.32825)
      (160, 104, 0.19163)
      (160, 105, 0.83735)
      (160, 106, 0.98136)
      (160, 110, 0.67987)
      (160, 111, 0.70771)
      (160, 112, 0.76698)
      (160, 116, 0.85297)
      (160, 117, 0.92200)
      (160, 119, 0.34715)
      (160, 122, 0.25554)
      (160, 126, 0.74562)
      (160, 127, 0.75754)
      (160, 128, 0.32036)
      (160, 134, 0.48603)
      (160, 136, 0.11011)
      (160, 137, 0.98859)
      (160, 138, 0.35463)
      (160, 139, 0.33704)
      (160, 140, 0.94410)
      (160, 144, 0.21641)
      (160, 145, 0.65699)
      (160, 147, 0.89000)
      (160, 152, 0.47659)
      (160, 153, 0.34629)
      (160, 155, 0.90495)
      (160, 157, 0.22936)
      (160, 158, 0.45356)
      (160, 161, 0.74725)
      (160, 162, 0.82532)
      (160, 163, 0.71611)
      (160, 164, 0.24869)
      (160, 165, 0.88195)
      (160, 169, 0.07410)
      (160, 170, 0.20936)
      (160, 174, 0.07944)
      (160, 175, 0.53919)
      (160, 176, 0.68647)
      (160, 178, 0.86408)
      (160, 179, 0.80724)
      (160, 181, 0.06612)
      (160, 185, 0.32488)
      (160, 186, 0.43756)
      (160, 187, 0.44951)
      (160, 190, 0.57512)
      (160, 191, 0.23464)
      (160, 193, 0.72765)
      (160, 195, 0.80562)
      (161,  4, 0.12439)
      (161,  5, 0.79684)
      (161,  6, 0.81877)
      (161, 10, 0.96802)
      (161, 14, 0.89673)
      (161, 18, 0.53591)
      (161, 19, 0.29813)
      (161, 23, 0.72748)
      (161, 24, 0.57890)
      (161, 25, 0.00835)
      (161, 27, 0.26106)
      (161, 28, 0.76365)
      (161, 31, 0.36811)
      (161, 32, 0.41927)
      (161, 33, 0.99174)
      (161, 34, 0.43165)
      (161, 35, 0.65451)
      (161, 36, 0.59188)
      (161, 37, 0.73405)
      (161, 39, 0.48883)
      (161, 40, 0.88380)
      (161, 41, 0.81170)
      (161, 42, 0.04633)
      (161, 54, 0.22097)
      (161, 56, 0.88058)
      (161, 57, 0.08310)
      (161, 58, 0.34869)
      (161, 59, 0.36377)
      (161, 60, 0.00045)
      (161, 61, 0.66465)
      (161, 62, 0.45308)
      (161, 63, 0.27194)
      (161, 64, 0.78580)
      (161, 65, 0.97935)
      (161, 68, 0.97152)
      (161, 69, 0.70529)
      (161, 72, 0.70430)
      (161, 74, 0.71804)
      (161, 76, 0.54738)
      (161, 77, 0.22835)
      (161, 78, 0.73321)
      (161, 80, 0.47841)
      (161, 84, 0.52603)
      (161, 89, 0.73823)
      (161, 91, 0.87682)
      (161, 93, 0.72382)
      (161, 95, 0.22801)
      (161, 99, 0.79298)
      (161, 101, 0.94036)
      (161, 102, 0.31363)
      (161, 103, 0.71710)
      (161, 105, 0.73518)
      (161, 106, 0.99071)
      (161, 107, 0.24966)
      (161, 108, 0.98647)
      (161, 110, 0.10730)
      (161, 111, 0.82537)
      (161, 113, 0.23885)
      (161, 114, 0.93496)
      (161, 118, 0.81765)
      (161, 119, 0.88449)
      (161, 120, 0.43731)
      (161, 122, 0.09077)
      (161, 124, 0.26930)
      (161, 126, 0.21241)
      (161, 130, 0.26960)
      (161, 132, 0.02274)
      (161, 133, 0.54631)
      (161, 135, 0.51871)
      (161, 136, 0.66355)
      (161, 138, 0.14253)
      (161, 140, 0.08693)
      (161, 143, 0.00957)
      (161, 144, 0.66022)
      (161, 148, 0.03078)
      (161, 149, 0.70670)
      (161, 150, 0.39515)
      (161, 152, 0.30559)
      (161, 155, 0.89091)
      (161, 156, 0.73671)
      (161, 157, 0.10585)
      (161, 160, 0.10034)
      (161, 162, 0.31915)
      (161, 164, 0.37109)
      (161, 165, 0.20990)
      (161, 169, 0.77954)
      (161, 170, 0.49853)
      (161, 171, 0.84838)
      (161, 172, 0.60263)
      (161, 173, 0.18190)
      (161, 174, 0.20537)
      (161, 175, 0.28109)
      (161, 176, 0.35103)
      (161, 177, 0.10839)
      (161, 178, 0.64802)
      (161, 179, 0.45620)
      (161, 182, 0.86778)
      (161, 186, 0.32762)
      (161, 187, 0.83732)
      (161, 190, 0.33412)
      (161, 192, 0.16221)
      (161, 196, 0.22866)
      (162,  2, 0.40482)
      (162,  3, 0.07074)
      (162,  4, 0.58038)
      (162,  6, 0.32247)
      (162,  7, 0.99416)
      (162, 12, 0.53017)
      (162, 15, 0.44659)
      (162, 16, 0.35709)
      (162, 18, 0.71714)
      (162, 19, 0.67660)
      (162, 24, 0.47665)
      (162, 28, 0.41849)
      (162, 30, 0.14463)
      (162, 32, 0.39343)
      (162, 34, 0.47501)
      (162, 35, 0.86617)
      (162, 37, 0.91569)
      (162, 38, 0.72718)
      (162, 41, 0.83013)
      (162, 42, 0.59415)
      (162, 43, 0.57732)
      (162, 44, 0.88689)
      (162, 47, 0.00583)
      (162, 48, 0.45038)
      (162, 49, 0.53943)
      (162, 50, 0.12344)
      (162, 53, 0.91210)
      (162, 55, 0.33372)
      (162, 57, 0.58281)
      (162, 60, 0.37341)
      (162, 61, 0.78738)
      (162, 62, 0.11177)
      (162, 63, 0.75059)
      (162, 64, 0.80152)
      (162, 65, 0.78725)
      (162, 66, 0.19778)
      (162, 67, 0.07842)
      (162, 74, 0.52527)
      (162, 81, 0.13244)
      (162, 84, 0.68390)
      (162, 85, 0.28583)
      (162, 86, 0.80909)
      (162, 87, 0.81264)
      (162, 88, 0.89458)
      (162, 90, 0.57057)
      (162, 95, 0.22161)
      (162, 96, 0.90742)
      (162, 99, 0.73361)
      (162, 103, 0.69822)
      (162, 104, 0.16129)
      (162, 105, 0.16221)
      (162, 111, 0.62459)
      (162, 112, 0.32402)
      (162, 113, 0.20108)
      (162, 115, 0.16634)
      (162, 116, 0.01266)
      (162, 118, 0.46496)
      (162, 119, 0.39332)
      (162, 120, 0.38998)
      (162, 123, 0.61290)
      (162, 124, 0.52948)
      (162, 125, 0.28651)
      (162, 126, 0.93014)
      (162, 127, 0.45363)
      (162, 129, 0.75328)
      (162, 131, 0.71550)
      (162, 136, 0.24492)
      (162, 137, 0.35847)
      (162, 139, 0.79532)
      (162, 140, 0.52322)
      (162, 141, 0.18078)
      (162, 143, 0.84983)
      (162, 150, 0.51807)
      (162, 151, 0.08922)
      (162, 152, 0.85716)
      (162, 153, 0.35546)
      (162, 155, 0.45646)
      (162, 159, 0.27450)
      (162, 160, 0.92785)
      (162, 161, 0.84923)
      (162, 163, 0.02288)
      (162, 165, 0.71637)
      (162, 167, 0.11907)
      (162, 169, 0.83601)
      (162, 175, 0.46886)
      (162, 176, 0.53193)
      (162, 177, 0.19963)
      (162, 178, 0.96818)
      (162, 179, 0.07607)
      (162, 181, 0.99651)
      (162, 182, 0.83497)
      (162, 183, 0.57847)
      (162, 185, 0.60626)
      (162, 186, 0.09623)
      (162, 187, 0.64383)
      (162, 191, 0.55649)
      (162, 192, 0.65225)
      (162, 193, 0.85230)
      (162, 194, 0.93675)
      (162, 196, 0.95627)
      (162, 197, 0.58060)
      (162, 198, 0.14503)
      (162, 199, 0.74481)
      (163,  2, 0.74503)
      (163,  4, 0.35494)
      (163,  5, 0.30038)
      (163,  6, 0.77639)
      (163,  8, 0.98274)
      (163,  9, 0.00529)
      (163, 15, 0.69565)
      (163, 16, 0.49367)
      (163, 17, 0.75018)
      (163, 18, 0.93168)
      (163, 19, 0.05274)
      (163, 20, 0.50933)
      (163, 22, 0.62101)
      (163, 24, 0.07897)
      (163, 25, 0.29550)
      (163, 27, 0.53599)
      (163, 28, 0.59232)
      (163, 29, 0.55734)
      (163, 31, 0.79364)
      (163, 32, 0.28481)
      (163, 33, 0.46561)
      (163, 35, 0.86207)
      (163, 36, 0.79476)
      (163, 37, 0.11641)
      (163, 39, 0.55916)
      (163, 40, 0.74375)
      (163, 42, 0.66763)
      (163, 43, 0.60827)
      (163, 44, 0.00122)
      (163, 47, 0.40327)
      (163, 52, 0.44631)
      (163, 54, 0.99258)
      (163, 56, 0.32936)
      (163, 58, 0.13347)
      (163, 59, 0.58324)
      (163, 60, 0.34255)
      (163, 61, 0.38843)
      (163, 62, 0.55124)
      (163, 64, 0.12862)
      (163, 66, 0.64047)
      (163, 67, 0.20139)
      (163, 68, 0.43758)
      (163, 69, 0.34069)
      (163, 71, 0.74595)
      (163, 72, 0.46257)
      (163, 73, 0.65830)
      (163, 74, 0.57747)
      (163, 77, 0.38462)
      (163, 78, 0.90612)
      (163, 79, 0.29433)
      (163, 80, 0.10291)
      (163, 81, 0.45795)
      (163, 85, 0.30350)
      (163, 88, 0.68239)
      (163, 89, 0.42231)
      (163, 92, 0.78640)
      (163, 93, 0.15790)
      (163, 94, 0.33090)
      (163, 100, 0.00758)
      (163, 103, 0.17662)
      (163, 105, 0.71346)
      (163, 107, 0.90793)
      (163, 110, 0.10477)
      (163, 112, 0.34409)
      (163, 114, 0.53962)
      (163, 116, 0.63660)
      (163, 120, 0.21776)
      (163, 121, 0.72556)
      (163, 125, 0.51804)
      (163, 127, 0.50658)
      (163, 129, 0.48454)
      (163, 131, 0.72385)
      (163, 132, 0.92730)
      (163, 134, 0.31602)
      (163, 137, 0.47431)
      (163, 141, 0.03804)
      (163, 145, 0.61273)
      (163, 146, 0.48443)
      (163, 147, 0.98510)
      (163, 148, 0.45926)
      (163, 151, 0.01057)
      (163, 152, 0.09887)
      (163, 156, 0.80589)
      (163, 159, 0.13972)
      (163, 160, 0.59299)
      (163, 161, 0.05979)
      (163, 164, 0.06707)
      (163, 165, 0.32852)
      (163, 168, 0.47581)
      (163, 170, 0.87649)
      (163, 171, 0.64527)
      (163, 177, 0.16021)
      (163, 181, 0.02510)
      (163, 185, 0.28009)
      (163, 186, 0.22664)
      (163, 193, 0.65755)
      (163, 196, 0.94622)
      (163, 197, 0.01924)
      (164,  2, 0.98939)
      (164,  6, 0.10009)
      (164,  8, 0.19259)
      (164,  9, 0.65287)
      (164, 12, 0.28481)
      (164, 14, 0.29025)
      (164, 15, 0.01336)
      (164, 17, 0.48804)
      (164, 20, 0.07514)
      (164, 24, 0.43989)
      (164, 27, 0.65687)
      (164, 29, 0.14150)
      (164, 30, 0.50249)
      (164, 31, 0.86819)
      (164, 34, 0.51698)
      (164, 36, 0.21549)
      (164, 37, 0.75888)
      (164, 38, 0.60924)
      (164, 39, 0.49623)
      (164, 40, 0.53771)
      (164, 41, 0.45410)
      (164, 46, 0.84443)
      (164, 48, 0.00374)
      (164, 49, 0.81304)
      (164, 55, 0.34333)
      (164, 56, 0.86914)
      (164, 59, 0.92712)
      (164, 60, 0.96209)
      (164, 61, 0.15673)
      (164, 62, 0.22161)
      (164, 65, 0.01864)
      (164, 66, 0.41363)
      (164, 68, 0.81771)
      (164, 70, 0.40999)
      (164, 72, 0.60914)
      (164, 75, 0.28141)
      (164, 76, 0.51010)
      (164, 78, 0.57896)
      (164, 79, 0.08006)
      (164, 80, 0.44821)
      (164, 83, 0.28533)
      (164, 85, 0.38289)
      (164, 86, 0.58911)
      (164, 88, 0.21575)
      (164, 90, 0.00964)
      (164, 91, 0.87350)
      (164, 93, 0.98244)
      (164, 94, 0.86506)
      (164, 96, 0.99462)
      (164, 97, 0.55427)
