1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 1000
(u, v) E = { 
      (900, 56, 0.25867)
      (900, 87, 0.40639)
      (900, 129, 0.78874)
      (900, 163, 0.81711)
      (900, 178, 0.23379)
      (900, 181, 0.67082)
      (900, 183, 0.26516)
      (900, 187, 0.93442)
      (900, 206, 0.76630)
      (900, 209, 0.96567)
      (900, 211, 0.07816)
      (900, 254, 0.66819)
      (900, 270, 0.79215)
      (900, 279, 0.79407)
      (900, 290, 0.76394)
      (900, 296, 0.92630)
      (900, 306, 0.19691)
      (900, 313, 0.39285)
      (900, 338, 0.78756)
      (900, 369, 0.65209)
      (900, 388, 0.33690)
      (900, 436, 0.28675)
      (900, 466, 0.95338)
      (900, 485, 0.09467)
      (900, 488, 0.98194)
      (900, 529, 0.12091)
      (900, 534, 0.06263)
      (900, 602, 0.96196)
      (900, 614, 0.50773)
      (900, 627, 0.39771)
      (900, 634, 0.39090)
      (900, 687, 0.68019)
      (900, 707, 0.76026)
      (900, 734, 0.94132)
      (900, 737, 0.64755)
      (900, 745, 0.96621)
      (900, 748, 0.42307)
      (900, 782, 0.63353)
      (900, 817, 0.29846)
      (900, 863, 0.41549)
      (900, 871, 0.27692)
      (900, 911, 0.20579)
      (900, 953, 0.45425)
      (900, 964, 0.24761)
      (900, 968, 0.26174)
      (900, 976, 0.17634)
      (900, 982, 0.59028)
      (900, 983, 0.01949)
      (901,  6, 0.63450)
      (901, 12, 0.71353)
      (901, 20, 0.04464)
      (901, 42, 0.49286)
      (901, 47, 0.79575)
      (901, 92, 0.35048)
      (901, 123, 0.28798)
      (901, 131, 0.45532)
      (901, 140, 0.97303)
      (901, 168, 0.15794)
      (901, 305, 0.64329)
      (901, 308, 0.92802)
      (901, 313, 0.37222)
      (901, 328, 0.01294)
      (901, 333, 0.80570)
      (901, 334, 0.56538)
      (901, 350, 0.30580)
      (901, 374, 0.14161)
      (901, 380, 0.17191)
      (901, 382, 0.26628)
      (901, 392, 0.18476)
      (901, 409, 0.83558)
      (901, 425, 0.19739)
      (901, 446, 0.15697)
      (901, 457, 0.60954)
      (901, 460, 0.98806)
      (901, 469, 0.05672)
      (901, 474, 0.89925)
      (901, 519, 0.79994)
      (901, 523, 0.78240)
      (901, 567, 0.56667)
      (901, 643, 0.04278)
      (901, 688, 0.26577)
      (901, 718, 0.01155)
      (901, 728, 0.22211)
      (901, 798, 0.35688)
      (901, 801, 0.75012)
      (901, 817, 0.24252)
      (901, 874, 0.88410)
      (901, 897, 0.69818)
      (901, 900, 0.39068)
      (901, 904, 0.60095)
      (901, 915, 0.73037)
      (901, 923, 0.85646)
      (901, 963, 0.73591)
      (901, 978, 0.79525)
      (902,  4, 0.93785)
      (902,  8, 0.53536)
      (902, 14, 0.33111)
      (902, 97, 0.50417)
      (902, 98, 0.53543)
      (902, 102, 0.43621)
      (902, 178, 0.59463)
      (902, 188, 0.86402)
      (902, 189, 0.96881)
      (902, 215, 0.18550)
      (902, 235, 0.60333)
      (902, 259, 0.06203)
      (902, 302, 0.90789)
      (902, 305, 0.17249)
      (902, 332, 0.39387)
      (902, 355, 0.23239)
      (902, 358, 0.56048)
      (902, 367, 0.23268)
      (902, 389, 0.50800)
      (902, 423, 0.57636)
      (902, 433, 0.70386)
      (902, 502, 0.43611)
      (902, 523, 0.42271)
      (902, 530, 0.77162)
      (902, 536, 0.34817)
      (902, 582, 0.69522)
      (902, 591, 0.13816)
      (902, 594, 0.70994)
      (902, 622, 0.25145)
      (902, 642, 0.37757)
      (902, 666, 0.98745)
      (902, 706, 0.11913)
      (902, 712, 0.01807)
      (902, 767, 0.94505)
      (902, 810, 0.00143)
      (902, 819, 0.86762)
      (902, 829, 0.44281)
      (902, 871, 0.81772)
      (902, 874, 0.95754)
      (902, 889, 0.69353)
      (902, 931, 0.87941)
      (902, 941, 0.32097)
      (902, 963, 0.45681)
      (902, 980, 0.00828)
      (903, 28, 0.85003)
      (903, 47, 0.82846)
      (903, 55, 0.68101)
      (903, 56, 0.01243)
      (903, 69, 0.80685)
      (903, 77, 0.32414)
      (903, 100, 0.42127)
      (903, 101, 0.59201)
      (903, 112, 0.80904)
      (903, 124, 0.24783)
      (903, 150, 0.01776)
      (903, 160, 0.55630)
      (903, 190, 0.18868)
      (903, 191, 0.77630)
      (903, 201, 0.83425)
      (903, 239, 0.82757)
      (903, 241, 0.10336)
      (903, 254, 0.87752)
      (903, 264, 0.36839)
      (903, 268, 0.91085)
      (903, 285, 0.93989)
      (903, 291, 0.74354)
      (903, 302, 0.20411)
      (903, 306, 0.37843)
      (903, 310, 0.49922)
      (903, 323, 0.66847)
      (903, 327, 0.10038)
      (903, 333, 0.22297)
      (903, 362, 0.68187)
      (903, 368, 0.69360)
      (903, 369, 0.63741)
      (903, 377, 0.33153)
      (903, 412, 0.57873)
      (903, 417, 0.41075)
      (903, 432, 0.32768)
      (903, 453, 0.30634)
      (903, 467, 0.31773)
      (903, 482, 0.59357)
      (903, 495, 0.32497)
      (903, 505, 0.20949)
      (903, 509, 0.89332)
      (903, 510, 0.75150)
      (903, 523, 0.84461)
      (903, 573, 0.11423)
      (903, 575, 0.54025)
      (903, 594, 0.93326)
      (903, 596, 0.76730)
      (903, 603, 0.84570)
      (903, 604, 0.03816)
      (903, 628, 0.82030)
      (903, 630, 0.10354)
      (903, 643, 0.73117)
      (903, 649, 0.33477)
      (903, 651, 0.96942)
      (903, 736, 0.74170)
      (903, 775, 0.62499)
      (903, 808, 0.08340)
      (903, 837, 0.81299)
      (903, 870, 0.02611)
      (903, 875, 0.29284)
      (903, 893, 0.84036)
      (903, 937, 0.76392)
      (903, 938, 0.06334)
      (903, 953, 0.40379)
      (903, 969, 0.33312)
      (903, 971, 0.82123)
      (903, 984, 0.37348)
      (904,  4, 0.41885)
      (904,  7, 0.47167)
      (904, 12, 0.67357)
      (904, 20, 0.13670)
      (904, 67, 0.68328)
      (904, 76, 0.10945)
      (904, 80, 0.50973)
      (904, 81, 0.63611)
      (904, 92, 0.81997)
      (904, 97, 0.03143)
      (904, 98, 0.29464)
      (904, 116, 0.66586)
      (904, 134, 0.26662)
      (904, 136, 0.92767)
      (904, 145, 0.28535)
      (904, 165, 0.22248)
      (904, 206, 0.65530)
      (904, 215, 0.16729)
      (904, 217, 0.74946)
      (904, 251, 0.50483)
      (904, 266, 0.11471)
      (904, 274, 0.70760)
      (904, 311, 0.67213)
      (904, 324, 0.96553)
      (904, 373, 0.98555)
      (904, 402, 0.68406)
      (904, 437, 0.86684)
      (904, 460, 0.68085)
      (904, 466, 0.14575)
      (904, 471, 0.12439)
      (904, 486, 0.12862)
      (904, 487, 0.08006)
      (904, 492, 0.28017)
      (904, 495, 0.34355)
      (904, 508, 0.06354)
      (904, 531, 0.42579)
      (904, 547, 0.07062)
      (904, 575, 0.13271)
      (904, 603, 0.64261)
      (904, 668, 0.59610)
      (904, 676, 0.41221)
      (904, 687, 0.24472)
      (904, 694, 0.51190)
      (904, 720, 0.32073)
      (904, 770, 0.95501)
      (904, 777, 0.15887)
      (904, 807, 0.91607)
      (904, 821, 0.55627)
      (904, 846, 0.02697)
      (904, 877, 0.72872)
      (904, 911, 0.22046)
      (904, 917, 0.06594)
      (904, 925, 0.54204)
      (904, 938, 0.43532)
      (904, 942, 0.85331)
      (904, 945, 0.75706)
      (904, 950, 0.35256)
      (904, 990, 0.41319)
      (904, 993, 0.56826)
      (905, 16, 0.18569)
      (905, 19, 0.03573)
      (905, 33, 0.13470)
      (905, 62, 0.26077)
      (905, 70, 0.85726)
      (905, 80, 0.67053)
      (905, 127, 0.56037)
      (905, 198, 0.57811)
      (905, 224, 0.94063)
      (905, 257, 0.39981)
      (905, 302, 0.17299)
      (905, 357, 0.23114)
      (905, 360, 0.10669)
      (905, 386, 0.13314)
      (905, 401, 0.16890)
      (905, 423, 0.69937)
      (905, 432, 0.01128)
      (905, 455, 0.32053)
      (905, 502, 0.28716)
      (905, 506, 0.08079)
      (905, 514, 0.57452)
      (905, 539, 0.49447)
      (905, 542, 0.10363)
      (905, 560, 0.92069)
      (905, 561, 0.81118)
      (905, 571, 0.10840)
      (905, 599, 0.44923)
      (905, 624, 0.29330)
      (905, 637, 0.85750)
      (905, 658, 0.97479)
      (905, 662, 0.52802)
      (905, 677, 0.13225)
      (905, 723, 0.23971)
      (905, 731, 0.84589)
      (905, 747, 0.57802)
      (905, 750, 0.66450)
      (905, 771, 0.92944)
      (905, 801, 0.05077)
      (905, 847, 0.99728)
      (905, 850, 0.57255)
      (905, 874, 0.90254)
      (905, 881, 0.36707)
      (905, 885, 0.31427)
      (905, 889, 0.47638)
      (905, 978, 0.48930)
      (905, 982, 0.08701)
      (905, 983, 0.02157)
      (905, 986, 0.26694)
      (905, 991, 0.14386)
      (905, 994, 0.70874)
      (906,  8, 0.54465)
      (906, 31, 0.81340)
      (906, 41, 0.61931)
      (906, 72, 0.29859)
      (906, 81, 0.32533)
      (906, 90, 0.47196)
      (906, 94, 0.18177)
      (906, 129, 0.80156)
      (906, 150, 0.83662)
      (906, 160, 0.77360)
      (906, 164, 0.08924)
      (906, 171, 0.20902)
      (906, 176, 0.33545)
      (906, 200, 0.33685)
      (906, 206, 0.33481)
      (906, 215, 0.72235)
      (906, 228, 0.09121)
      (906, 237, 0.65567)
      (906, 265, 0.25793)
      (906, 268, 0.83948)
      (906, 274, 0.26346)
      (906, 283, 0.85789)
      (906, 289, 0.56368)
      (906, 294, 0.58662)
      (906, 299, 0.55853)
      (906, 300, 0.42815)
      (906, 306, 0.16550)
      (906, 308, 0.14724)
      (906, 344, 0.80169)
      (906, 360, 0.26971)
      (906, 385, 0.82323)
      (906, 399, 0.05731)
      (906, 420, 0.47396)
      (906, 447, 0.83611)
      (906, 455, 0.63635)
      (906, 467, 0.43655)
      (906, 496, 0.56526)
      (906, 519, 0.48696)
      (906, 538, 0.94972)
      (906, 592, 0.12899)
      (906, 594, 0.79545)
      (906, 597, 0.08186)
      (906, 601, 0.51580)
      (906, 638, 0.57229)
      (906, 648, 0.62970)
      (906, 661, 0.52203)
      (906, 666, 0.75987)
      (906, 687, 0.80307)
      (906, 692, 0.15515)
      (906, 708, 0.21935)
      (906, 718, 0.88786)
      (906, 733, 0.97118)
      (906, 769, 0.47160)
      (906, 772, 0.76563)
      (906, 778, 0.30682)
      (906, 806, 0.23327)
      (906, 818, 0.65674)
      (906, 828, 0.53631)
      (906, 854, 0.15299)
      (906, 883, 0.48120)
      (906, 916, 0.15547)
      (906, 931, 0.60553)
      (906, 933, 0.29708)
      (906, 943, 0.19909)
      (906, 960, 0.38424)
      (906, 969, 0.99261)
      (906, 992, 0.48088)
      (907,  6, 0.93134)
      (907, 13, 0.80066)
      (907, 22, 0.22745)
      (907, 33, 0.82836)
      (907, 51, 0.78447)
      (907, 64, 0.52277)
      (907, 67, 0.91580)
      (907, 78, 0.00267)
      (907, 84, 0.79248)
      (907, 99, 0.80360)
      (907, 107, 0.62539)
      (907, 127, 0.81223)
      (907, 136, 0.25369)
      (907, 138, 0.43481)
      (907, 145, 0.82578)
      (907, 152, 0.14121)
      (907, 156, 0.93667)
      (907, 194, 0.66032)
      (907, 204, 0.76101)
      (907, 210, 0.07390)
      (907, 214, 0.71275)
      (907, 221, 0.14615)
      (907, 238, 0.19221)
      (907, 288, 0.03963)
      (907, 308, 0.23699)
      (907, 319, 0.75367)
      (907, 373, 0.22568)
      (907, 415, 0.54515)
      (907, 422, 0.03951)
      (907, 456, 0.60147)
      (907, 460, 0.88894)
      (907, 474, 0.21551)
      (907, 483, 0.47795)
      (907, 501, 0.30130)
      (907, 542, 0.66611)
      (907, 544, 0.47023)
      (907, 576, 0.94161)
      (907, 581, 0.80338)
      (907, 593, 0.26243)
      (907, 652, 0.40451)
      (907, 695, 0.99389)
      (907, 696, 0.89792)
      (907, 711, 0.13527)
      (907, 712, 0.32398)
      (907, 719, 0.72508)
      (907, 731, 0.73791)
      (907, 771, 0.63692)
      (907, 789, 0.59243)
      (907, 794, 0.23020)
      (907, 800, 0.83912)
      (907, 833, 0.12872)
      (907, 835, 0.90107)
      (907, 837, 0.18705)
      (907, 870, 0.87553)
      (907, 887, 0.36992)
      (907, 899, 0.74787)
      (907, 927, 0.08461)
      (907, 935, 0.85637)
      (907, 957, 0.20259)
      (907, 989, 0.74447)
      (907, 997, 0.92379)
      (908,  1, 0.69716)
      (908, 28, 0.30868)
      (908, 30, 0.41500)
      (908, 51, 0.60084)
      (908, 54, 0.56284)
      (908, 66, 0.07234)
      (908, 94, 0.64717)
      (908, 121, 0.46880)
      (908, 138, 0.60552)
      (908, 178, 0.81261)
      (908, 201, 0.09439)
      (908, 208, 0.90106)
      (908, 213, 0.25456)
      (908, 238, 0.65357)
      (908, 252, 0.51656)
      (908, 282, 0.27018)
      (908, 334, 0.21666)
      (908, 351, 0.18279)
      (908, 354, 0.37256)
      (908, 358, 0.10881)
      (908, 364, 0.14366)
      (908, 422, 0.77419)
      (908, 436, 0.58628)
      (908, 463, 0.28278)
      (908, 487, 0.14995)
      (908, 494, 0.57172)
      (908, 562, 0.71191)
      (908, 571, 0.77060)
      (908, 576, 0.82531)
      (908, 602, 0.00920)
      (908, 610, 0.51864)
      (908, 611, 0.81672)
      (908, 627, 0.95817)
      (908, 631, 0.78487)
      (908, 638, 0.11812)
      (908, 640, 0.23197)
      (908, 668, 0.32186)
      (908, 691, 0.52522)
      (908, 718, 0.95376)
      (908, 726, 0.54781)
      (908, 763, 0.75991)
      (908, 764, 0.34167)
      (908, 804, 0.77437)
      (908, 826, 0.03753)
      (908, 892, 0.18897)
      (908, 899, 0.07730)
      (908, 911, 0.10508)
      (908, 914, 0.57055)
      (908, 916, 0.28499)
      (908, 925, 0.38486)
      (908, 928, 0.55400)
      (908, 939, 0.17947)
      (908, 943, 0.59974)
      (908, 963, 0.93998)
      (908, 965, 0.69019)
      (908, 966, 0.68205)
      (908, 983, 0.30154)
      (908, 986, 0.86217)
      (909, 42, 0.54754)
      (909, 62, 0.40871)
      (909, 92, 0.25994)
      (909, 105, 0.13572)
      (909, 110, 0.85733)
      (909, 132, 0.71815)
      (909, 170, 0.06882)
      (909, 189, 0.28660)
      (909, 211, 0.76298)
      (909, 224, 0.96787)
      (909, 243, 0.40291)
      (909, 244, 0.06777)
      (909, 246, 0.27568)
      (909, 262, 0.64751)
      (909, 283, 0.63083)
      (909, 284, 0.54126)
      (909, 286, 0.79959)
      (909, 296, 0.39552)
      (909, 318, 0.19955)
      (909, 332, 0.61589)
      (909, 399, 0.00377)
      (909, 414, 0.94355)
      (909, 445, 0.07662)
      (909, 503, 0.67291)
      (909, 526, 0.31240)
      (909, 532, 0.86656)
      (909, 540, 0.86279)
      (909, 551, 0.43517)
      (909, 574, 0.06828)
      (909, 579, 0.93455)
      (909, 592, 0.44913)
      (909, 629, 0.92892)
      (909, 630, 0.89238)
      (909, 642, 0.50232)
      (909, 648, 0.42313)
      (909, 654, 0.05447)
      (909, 663, 0.77833)
      (909, 667, 0.60327)
      (909, 676, 0.18803)
      (909, 710, 0.21293)
      (909, 730, 0.68845)
      (909, 734, 0.14185)
      (909, 744, 0.61824)
      (909, 812, 0.13717)
      (909, 831, 0.37826)
      (909, 832, 0.98855)
      (909, 839, 0.31984)
      (909, 848, 0.46779)
      (909, 854, 0.78104)
      (909, 870, 0.20649)
      (909, 879, 0.22699)
      (909, 895, 0.14668)
      (909, 906, 0.77088)
      (909, 912, 0.78460)
      (909, 913, 0.85635)
      (909, 944, 0.34367)
      (909, 957, 0.96670)
      (909, 970, 0.43423)
      (909, 996, 0.58288)
      (910, 16, 0.95069)
      (910, 70, 0.70217)
      (910, 91, 0.75300)
      (910, 114, 0.71959)
      (910, 128, 0.32397)
      (910, 134, 0.82568)
      (910, 136, 0.93675)
      (910, 139, 0.09883)
      (910, 148, 0.58638)
      (910, 153, 0.53517)
      (910, 161, 0.66730)
      (910, 171, 0.51245)
      (910, 198, 0.56125)
      (910, 240, 0.13540)
      (910, 269, 0.04522)
      (910, 274, 0.17660)
      (910, 281, 0.44488)
      (910, 309, 0.26356)
      (910, 321, 0.13706)
      (910, 338, 0.40729)
      (910, 348, 0.98797)
      (910, 383, 0.65605)
      (910, 463, 0.93137)
      (910, 517, 0.04122)
      (910, 523, 0.50132)
      (910, 534, 0.09820)
      (910, 589, 0.30800)
      (910, 607, 0.10020)
      (910, 655, 0.65296)
      (910, 680, 0.46739)
      (910, 682, 0.66803)
      (910, 721, 0.35175)
      (910, 729, 0.04466)
      (910, 740, 0.03076)
      (910, 747, 0.96781)
      (910, 764, 0.47521)
      (910, 791, 0.43214)
      (910, 792, 0.37120)
      (910, 831, 0.93900)
      (910, 840, 0.91638)
      (910, 850, 0.90709)
      (910, 870, 0.09582)
      (910, 905, 0.31893)
      (910, 943, 0.34060)
      (910, 944, 0.66908)
      (910, 946, 0.22907)
      (910, 948, 0.97864)
      (910, 956, 0.33821)
      (910, 965, 0.91392)
      (910, 971, 0.03288)
      (910, 982, 0.94564)
      (910, 997, 0.45123)
      (910, 999, 0.58861)
      (911, 24, 0.07592)
      (911, 56, 0.85568)
      (911, 75, 0.24583)
      (911, 76, 0.30893)
      (911, 95, 0.60164)
      (911, 98, 0.59925)
      (911, 107, 0.11485)
      (911, 124, 0.30837)
      (911, 131, 0.78852)
      (911, 136, 0.55268)
      (911, 139, 0.01074)
      (911, 180, 0.44477)
      (911, 188, 0.94197)
      (911, 190, 0.20482)
      (911, 206, 0.81058)
      (911, 210, 0.98588)
      (911, 233, 0.66446)
      (911, 239, 0.23712)
      (911, 259, 0.40848)
      (911, 265, 0.67721)
      (911, 268, 0.65530)
      (911, 311, 0.18545)
      (911, 343, 0.01306)
      (911, 347, 0.65294)
      (911, 355, 0.79944)
      (911, 362, 0.83594)
      (911, 363, 0.49448)
      (911, 366, 0.03527)
      (911, 384, 0.51737)
      (911, 389, 0.44961)
      (911, 391, 0.14350)
      (911, 392, 0.70315)
      (911, 451, 0.22343)
      (911, 463, 0.83109)
      (911, 473, 0.57250)
      (911, 478, 0.20878)
      (911, 482, 0.77905)
      (911, 484, 0.25584)
      (911, 494, 0.40509)
      (911, 508, 0.69852)
      (911, 513, 0.15346)
      (911, 543, 0.01011)
      (911, 558, 0.93999)
      (911, 572, 0.10535)
      (911, 586, 0.68806)
      (911, 590, 0.96372)
      (911, 625, 0.00371)
      (911, 631, 0.61120)
      (911, 660, 0.65177)
      (911, 682, 0.63860)
      (911, 704, 0.09810)
      (911, 716, 0.71163)
      (911, 719, 0.00928)
      (911, 809, 0.88967)
      (911, 814, 0.94517)
      (911, 847, 0.43216)
      (911, 850, 0.25301)
      (911, 867, 0.17295)
      (911, 880, 0.14827)
      (911, 881, 0.33998)
      (911, 906, 0.53818)
      (911, 959, 0.13152)
      (911, 965, 0.58907)
      (911, 967, 0.03672)
      (911, 973, 0.39801)
      (912, 15, 0.42121)
      (912, 45, 0.53316)
      (912, 61, 0.77040)
      (912, 72, 0.35616)
      (912, 76, 0.68833)
      (912, 101, 0.49727)
      (912, 106, 0.65848)
      (912, 115, 0.69751)
      (912, 129, 0.21286)
      (912, 133, 0.19662)
      (912, 154, 0.01772)
      (912, 221, 0.20535)
      (912, 246, 0.72815)
      (912, 257, 0.56890)
      (912, 261, 0.95354)
      (912, 322, 0.64349)
      (912, 324, 0.17493)
      (912, 325, 0.18520)
      (912, 351, 0.80112)
      (912, 384, 0.98067)
      (912, 444, 0.16773)
      (912, 478, 0.09168)
      (912, 490, 0.37894)
      (912, 495, 0.90495)
      (912, 527, 0.82658)
      (912, 546, 0.58781)
      (912, 551, 0.51269)
      (912, 559, 0.30576)
      (912, 567, 0.96894)
      (912, 568, 0.73676)
      (912, 614, 0.66135)
      (912, 617, 0.84402)
      (912, 619, 0.16446)
      (912, 632, 0.44415)
      (912, 677, 0.98624)
      (912, 681, 0.75180)
      (912, 695, 0.16915)
      (912, 701, 0.01213)
      (912, 704, 0.32830)
      (912, 726, 0.88655)
      (912, 769, 0.66025)
      (912, 792, 0.05233)
      (912, 799, 0.76774)
      (912, 811, 0.22985)
      (912, 814, 0.04164)
      (912, 825, 0.96080)
      (912, 840, 0.68405)
      (912, 857, 0.46412)
      (912, 861, 0.52776)
      (912, 865, 0.97686)
      (912, 892, 0.75994)
      (912, 921, 0.34626)
      (912, 928, 0.99488)
      (912, 962, 0.29428)
      (912, 979, 0.77499)
      (913,  6, 0.84505)
      (913, 28, 0.39448)
      (913, 39, 0.55705)
      (913, 40, 0.15829)
      (913, 41, 0.51537)
      (913, 43, 0.81850)
      (913, 54, 0.62618)
      (913, 84, 0.33651)
      (913, 88, 0.73251)
      (913, 94, 0.23552)
      (913, 100, 0.66403)
      (913, 110, 0.43167)
      (913, 154, 0.69718)
      (913, 155, 0.59857)
      (913, 168, 0.61400)
      (913, 178, 0.92882)
      (913, 206, 0.44335)
      (913, 221, 0.61188)
      (913, 229, 0.83230)
      (913, 250, 0.81888)
      (913, 261, 0.89803)
      (913, 271, 0.40015)
      (913, 275, 0.81740)
      (913, 281, 0.37816)
      (913, 303, 0.61134)
      (913, 311, 0.85763)
      (913, 320, 0.03061)
      (913, 355, 0.73971)
      (913, 401, 0.10603)
      (913, 405, 0.48029)
      (913, 407, 0.05297)
      (913, 443, 0.44157)
      (913, 464, 0.88144)
      (913, 489, 0.53469)
      (913, 490, 0.33564)
      (913, 518, 0.22830)
      (913, 519, 0.62855)
      (913, 529, 0.32160)
      (913, 534, 0.04003)
      (913, 559, 0.62912)
      (913, 568, 0.59610)
      (913, 596, 0.33025)
      (913, 621, 0.78520)
      (913, 629, 0.43570)
      (913, 633, 0.08219)
      (913, 634, 0.23715)
      (913, 654, 0.04175)
      (913, 660, 0.95068)
      (913, 669, 0.85959)
      (913, 702, 0.43382)
      (913, 706, 0.35049)
      (913, 707, 0.99552)
      (913, 709, 0.60672)
      (913, 718, 0.04965)
      (913, 731, 0.29306)
      (913, 773, 0.78730)
      (913, 779, 0.93633)
      (913, 782, 0.65078)
      (913, 794, 0.81732)
      (913, 817, 0.01322)
      (913, 837, 0.12794)
      (913, 843, 0.81554)
      (913, 857, 0.93317)
      (913, 863, 0.70182)
      (913, 891, 0.38564)
      (913, 907, 0.50054)
      (913, 955, 0.48634)
      (913, 969, 0.53999)
      (913, 983, 0.96245)
      (913, 991, 0.28955)
      (914,  6, 0.06484)
      (914, 40, 0.39798)
      (914, 64, 0.24220)
      (914, 74, 0.83549)
      (914, 76, 0.30379)
      (914, 108, 0.57767)
      (914, 126, 0.78908)
      (914, 133, 0.45123)
      (914, 135, 0.74317)
      (914, 145, 0.82332)
      (914, 146, 0.54026)
      (914, 155, 0.34281)
      (914, 156, 0.92345)
      (914, 174, 0.59838)
      (914, 180, 0.94182)
      (914, 198, 0.82008)
      (914, 213, 0.52716)
      (914, 299, 0.39650)
      (914, 333, 0.19163)
      (914, 338, 0.51198)
      (914, 341, 0.34225)
      (914, 391, 0.15239)
      (914, 398, 0.57183)
      (914, 404, 0.78483)
      (914, 446, 0.58599)
      (914, 452, 0.81056)
      (914, 465, 0.86548)
      (914, 466, 0.02821)
      (914, 480, 0.14582)
      (914, 483, 0.43127)
      (914, 517, 0.33725)
      (914, 550, 0.95372)
      (914, 558, 0.73039)
      (914, 601, 0.64038)
      (914, 603, 0.01025)
      (914, 634, 0.63995)
      (914, 652, 0.20593)
      (914, 659, 0.93781)
      (914, 666, 0.16157)
      (914, 673, 0.00359)
      (914, 707, 0.36516)
      (914, 708, 0.58823)
      (914, 726, 0.79999)
      (914, 772, 0.06711)
      (914, 777, 0.22781)
      (914, 781, 0.49551)
      (914, 816, 0.55608)
      (914, 845, 0.03955)
      (914, 872, 0.70857)
      (914, 875, 0.73511)
      (914, 892, 0.31730)
      (914, 916, 0.51380)
      (914, 929, 0.22162)
      (914, 940, 0.04476)
      (914, 954, 0.25705)
      (914, 957, 0.50165)
      (914, 979, 0.04543)
      (914, 986, 0.90724)
      (914, 994, 0.57757)
      (914, 996, 0.28789)
      (915,  1, 0.95069)
      (915, 19, 0.56297)
      (915, 25, 0.25525)
      (915, 60, 0.51134)
      (915, 75, 0.12464)
      (915, 89, 0.70742)
      (915, 116, 0.15564)
      (915, 152, 0.66297)
      (915, 160, 0.89537)
      (915, 169, 0.72397)
      (915, 194, 0.53817)
      (915, 218, 0.56388)
      (915, 242, 0.95208)
      (915, 244, 0.07400)
      (915, 249, 0.52416)
      (915, 307, 0.49532)
      (915, 314, 0.67159)
      (915, 321, 0.80983)
      (915, 342, 0.14383)
      (915, 360, 0.44901)
      (915, 391, 0.23739)
      (915, 392, 0.65558)
      (915, 393, 0.27048)
      (915, 407, 0.14337)
      (915, 443, 0.22166)
      (915, 448, 0.43238)
      (915, 495, 0.44112)
      (915, 527, 0.68767)
      (915, 528, 0.63273)
      (915, 531, 0.45651)
      (915, 543, 0.76183)
      (915, 557, 0.72713)
      (915, 571, 0.38911)
      (915, 579, 0.05452)
      (915, 588, 0.47665)
      (915, 611, 0.26401)
      (915, 612, 0.30853)
      (915, 637, 0.98895)
      (915, 648, 0.48346)
      (915, 655, 0.04431)
      (915, 657, 0.96546)
      (915, 666, 0.48368)
      (915, 674, 0.30783)
      (915, 677, 0.09181)
      (915, 732, 0.70174)
      (915, 736, 0.58501)
      (915, 748, 0.88538)
      (915, 749, 0.42451)
      (915, 764, 0.51631)
      (915, 780, 0.38995)
      (915, 835, 0.98541)
      (915, 878, 0.68624)
      (915, 887, 0.22448)
      (915, 948, 0.65133)
      (916, 10, 0.04446)
      (916, 17, 0.71444)
      (916, 19, 0.37287)
      (916, 44, 0.07622)
      (916, 46, 0.56605)
      (916, 59, 0.02266)
      (916, 85, 0.70650)
      (916, 86, 0.59384)
      (916, 87, 0.93073)
      (916, 114, 0.70299)
      (916, 121, 0.65993)
      (916, 131, 0.68395)
      (916, 143, 0.44673)
      (916, 147, 0.01117)
      (916, 159, 0.52084)
      (916, 161, 0.20573)
      (916, 170, 0.12267)
      (916, 171, 0.17346)
      (916, 174, 0.75664)
      (916, 176, 0.96123)
      (916, 178, 0.75601)
      (916, 180, 0.57223)
      (916, 187, 0.96828)
      (916, 198, 0.48448)
      (916, 200, 0.26979)
      (916, 245, 0.44377)
      (916, 247, 0.76408)
      (916, 268, 0.91804)
      (916, 298, 0.10257)
      (916, 323, 0.03366)
      (916, 353, 0.06865)
      (916, 362, 0.99877)
      (916, 402, 0.55471)
      (916, 424, 0.41305)
      (916, 427, 0.17094)
      (916, 489, 0.95878)
      (916, 496, 0.70663)
      (916, 499, 0.78819)
      (916, 500, 0.99071)
      (916, 524, 0.79166)
      (916, 526, 0.96054)
      (916, 532, 0.34290)
      (916, 588, 0.03924)
      (916, 599, 0.74817)
      (916, 613, 0.68891)
      (916, 615, 0.64721)
      (916, 637, 0.94986)
      (916, 639, 0.46964)
      (916, 659, 0.76328)
      (916, 666, 0.14597)
      (916, 670, 0.50361)
      (916, 703, 0.62732)
      (916, 725, 0.03843)
      (916, 777, 0.06313)
      (916, 805, 0.21490)
      (916, 827, 0.71156)
      (916, 880, 0.50902)
      (916, 911, 0.85025)
      (916, 967, 0.80896)
      (917,  3, 0.13487)
      (917,  9, 0.88410)
      (917, 27, 0.40638)
      (917, 71, 0.78507)
      (917, 77, 0.47138)
      (917, 101, 0.82064)
      (917, 106, 0.23233)
      (917, 114, 0.74191)
      (917, 115, 0.91458)
      (917, 121, 0.75684)
      (917, 123, 0.17449)
      (917, 134, 0.90130)
      (917, 144, 0.43506)
      (917, 169, 0.62098)
      (917, 190, 0.98414)
      (917, 195, 0.98338)
      (917, 197, 0.64105)
      (917, 210, 0.70580)
      (917, 213, 0.53364)
      (917, 238, 0.00446)
      (917, 292, 0.88338)
