1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 10000
(u, v) E = { 
      (7813, 296, 0.67652)
      (7814, 593, 0.82400)
      (7815, 1606, 0.58557)
      (7815, 3972, 0.13362)
      (7815, 6532, 0.83119)
      (7816, 2546, 0.09191)
      (7817, 5019, 0.83347)
      (7818, 9780, 0.74587)
      (7819, 262, 0.40981)
      (7819, 8934, 0.22982)
      (7820, 8052, 0.53841)
      (7821, 9934, 0.45384)
      (7822, 8806, 0.64661)
      (7823, 3830, 0.56939)
      (7824, 2760, 0.73665)
      (7825, 8083, 0.96123)
      (7826, 4230, 0.77295)
      (7827, 3862, 0.31987)
      (7827, 5224, 0.09703)
      (7828, 2822, 0.58942)
      (7829, 4335, 0.90370)
      (7829, 5810, 0.01754)
      (7830, 4713, 0.44613)
      (7831, 9666, 0.90568)
      (7832, 6620, 0.03102)
      (7833, 7650, 0.92012)
      (7834, 7546, 0.21778)
      (7835, 2708, 0.29633)
      (7835, 6557, 0.00891)
      (7836, 2210, 0.33578)
      (7836, 9101, 0.20489)
      (7837, 3646, 0.89776)
      (7838, 6872, 0.29501)
      (7839, 3132, 0.75530)
      (7840, 8738, 0.81843)
      (7841, 5542, 0.39427)
      (7841, 6808, 0.87509)
      (7842, 907, 0.89231)
      (7843, 3492, 0.21019)
      (7843, 8311, 0.87949)
      (7844, 7564, 0.75784)
      (7844, 8928, 0.49024)
      (7845, 9338, 0.82801)
      (7846, 7292, 0.83695)
      (7847, 5603, 0.80970)
      (7848, 6035, 0.71729)
      (7848, 8232, 0.84856)
      (7849, 1478, 0.00512)
      (7850, 9224, 0.59353)
      (7851, 124, 0.62357)
      (7852, 2603, 0.62981)
      (7853, 7735, 0.85843)
      (7854, 4719, 0.38291)
      (7855, 4646, 0.99732)
      (7856, 7067, 0.87479)
      (7857, 3721, 0.22309)
      (7858, 9435, 0.21028)
      (7859, 2633, 0.03403)
      (7859, 3790, 0.74268)
      (7860, 2972, 0.48040)
      (7860, 7986, 0.28530)
      (7861, 6861, 0.33122)
      (7862, 6756, 0.23294)
      (7863, 2531, 0.13536)
      (7864, 4712, 0.48986)
      (7865, 3912, 0.10089)
      (7866, 7834, 0.06279)
      (7867, 1235, 0.03625)
      (7868, 8299, 0.16540)
      (7869, 1970, 0.55402)
      (7870, 6423, 0.11566)
      (7870, 7147, 0.66023)
      (7871, 3029, 0.29958)
      (7872, 2962, 0.90345)
      (7873, 9038, 0.53102)
      (7874, 2066, 0.47589)
      (7875, 2577, 0.37540)
      (7876, 485, 0.25912)
      (7876, 7088, 0.71817)
      (7877, 4995, 0.79042)
      (7877, 8941, 0.77157)
      (7878, 7526, 0.81511)
      (7879, 384, 0.24860)
      (7880, 2922, 0.77582)
      (7881, 1291, 0.13578)
      (7881, 3732, 0.70181)
      (7882, 1132, 0.02656)
      (7883, 4550, 0.30529)
      (7884, 2797, 0.45305)
      (7885, 5325, 0.35731)
      (7886, 1015, 0.04808)
      (7887, 9568, 0.15625)
      (7888, 6576, 0.43351)
      (7888, 8386, 0.78627)
      (7889, 4072, 0.88381)
      (7890, 2119, 0.35351)
      (7891, 7701, 0.27968)
      (7892, 5580, 0.57296)
      (7893, 2946, 0.26586)
      (7894, 2023, 0.91026)
      (7895, 1216, 0.39713)
      (7896, 513, 0.69720)
      (7897, 18, 0.70055)
      (7898, 850, 0.57920)
      (7898, 6371, 0.60463)
      (7899, 9491, 0.09020)
      (7899, 9720, 0.50021)
      (7900, 8957, 0.33368)
      (7901, 333, 0.45523)
      (7902, 5750, 0.10650)
      (7903, 1341, 0.02025)
      (7904, 4421, 0.28959)
      (7905, 6202, 0.76480)
      (7906, 5275, 0.81781)
      (7907, 2626, 0.84590)
      (7908, 8529, 0.31152)
      (7909, 5268, 0.31847)
      (7910, 66, 0.65476)
      (7911, 1153, 0.33537)
      (7912, 3387, 0.55414)
      (7913, 3598, 0.70281)
      (7914, 1551, 0.70333)
      (7915, 1944, 0.52707)
      (7916, 6279, 0.94194)
      (7917, 6874, 0.11155)
      (7918, 945, 0.50141)
      (7919, 2281, 0.11887)
      (7919, 3204, 0.71347)
      (7920, 8501, 0.79174)
      (7921, 4767, 0.80020)
      (7922, 5979, 0.82920)
      (7923, 6974, 0.23035)
      (7924, 4736, 0.37543)
      (7924, 8224, 0.38846)
      (7925, 7688, 0.00758)
      (7926, 2115, 0.50319)
      (7927, 4021, 0.51462)
      (7928, 3325, 0.07157)
      (7929, 9387, 0.42459)
      (7930, 2769, 0.18542)
      (7931, 5350, 0.80965)
      (7931, 8613, 0.19556)
      (7932, 9678, 0.48690)
      (7933, 2801, 0.51478)
      (7934, 2887, 0.12842)
      (7934, 8574, 0.21446)
      (7935, 3605, 0.89523)
      (7935, 9529, 0.64733)
      (7936, 9427, 0.24829)
      (7937, 7235, 0.16189)
      (7938, 8138, 0.99842)
      (7939, 370, 0.68399)
      (7940, 4675, 0.99111)
      (7940, 6592, 0.17934)
      (7941, 6527, 0.74190)
      (7942, 4800, 0.51290)
      (7943, 8111, 0.49142)
      (7944, 4066, 0.98389)
      (7945, 7008, 0.35823)
      (7946, 7768, 0.53010)
      (7947, 1139, 0.71108)
      (7948, 8842, 0.86730)
      (7949, 8498, 0.68822)
      (7950, 7602, 0.86378)
      (7951, 6451, 0.85996)
      (7952, 9899, 0.06516)
      (7953, 2798, 0.75771)
      (7953, 7913, 0.91105)
      (7954, 1648, 0.51037)
      (7954, 8623, 0.71682)
      (7955, 7394, 0.45851)
      (7956, 4965, 0.07652)
      (7957, 5158, 0.75196)
      (7957, 6604, 0.88532)
      (7957, 8235, 0.08900)
      (7958, 1731, 0.86065)
      (7959, 6879, 0.04811)
      (7960, 7055, 0.60149)
      (7961, 5960, 0.62544)
      (7962, 2811, 0.28943)
      (7963, 4509, 0.70262)
      (7964, 338, 0.78471)
      (7965, 2292, 0.86657)
      (7966, 3320, 0.26780)
      (7967, 3796, 0.61653)
      (7968, 129, 0.68279)
      (7969, 7040, 0.09930)
      (7970, 8605, 0.05257)
      (7971, 6582, 0.70819)
      (7971, 9754, 0.85871)
      (7972, 775, 0.66864)
      (7973, 5666, 0.05574)
      (7974, 7049, 0.69917)
      (7975, 1386, 0.83616)
      (7976, 1896, 0.16822)
      (7976, 3981, 0.49553)
      (7977, 177, 0.94957)
      (7978, 8001, 0.48124)
      (7979, 4014, 0.21790)
      (7979, 6342, 0.10757)
      (7979, 8979, 0.86620)
      (7980, 4289, 0.85279)
      (7981, 2678, 0.56525)
      (7981, 5848, 0.58573)
      (7982, 7058, 0.64125)
      (7983, 9422, 0.01991)
      (7984, 874, 0.62920)
      (7985, 1473, 0.41702)
      (7986, 8494, 0.80663)
      (7987, 2915, 0.26188)
      (7988, 2844, 0.44521)
      (7989, 1849, 0.55132)
      (7989, 3828, 0.87073)
      (7989, 8953, 0.25942)
      (7990, 7738, 0.17656)
      (7991, 1678, 0.48721)
      (7991, 9601, 0.51729)
      (7992, 4741, 0.01743)
      (7993, 271, 0.87272)
      (7993, 5490, 0.85793)
      (7994, 9403, 0.02653)
      (7995, 5345, 0.84444)
      (7996, 213, 0.93730)
      (7996, 7312, 0.77421)
      (7997, 625, 0.47759)
      (7998, 339, 0.81573)
      (7999, 3707, 0.57773)
      (8000, 6314, 0.96624)
      (8001, 2022, 0.75403)
      (8002, 3409, 0.18617)
      (8003, 5098, 0.44577)
      (8004, 8202, 0.03011)
      (8005, 8969, 0.57636)
      (8006, 7041, 0.93862)
      (8007, 7099, 0.72288)
      (8008, 6703, 0.43868)
      (8009, 6098, 0.65811)
      (8010, 9041, 0.51975)
      (8011, 3650, 0.84567)
      (8012, 3934, 0.16189)
      (8013, 3821, 0.93538)
      (8014, 1046, 0.95689)
      (8015, 4132, 0.07730)
      (8016, 5929, 0.88689)
      (8017, 5656, 0.05636)
      (8018, 9537, 0.42363)
      (8019, 3609, 0.50570)
      (8020, 2585, 0.08434)
      (8021, 2295, 0.26348)
      (8022, 2247, 0.20638)
      (8022, 8943, 0.31062)
      (8023, 6465, 0.21098)
      (8024, 7314, 0.45389)
      (8025, 9483, 0.87586)
      (8026, 4608, 0.25677)
      (8027, 7740, 0.49390)
      (8028, 864, 0.80133)
      (8028, 7741, 0.90483)
      (8029, 68, 0.06552)
      (8029, 8956, 0.29901)
      (8030, 6027, 0.45755)
      (8031, 3044, 0.55786)
      (8032, 1986, 0.22604)
      (8033, 9950, 0.94975)
      (8034, 890, 0.53141)
      (8034, 9056, 0.36323)
      (8035, 7333, 0.37043)
      (8036, 1107, 0.22234)
      (8037, 1568, 0.09810)
      (8038, 1819, 0.37627)
      (8038, 6084, 0.68482)
      (8039, 7942, 0.73932)
      (8040, 3316, 0.16192)
      (8041, 4826, 0.93773)
      (8042, 8053, 0.74900)
      (8043, 8006, 0.33729)
      (8044, 7496, 0.75563)
      (8045, 382, 0.96470)
      (8046, 4192, 0.97180)
      (8047, 620, 0.34776)
      (8048, 5012, 0.74737)
      (8049, 6939, 0.92635)
      (8050, 6828, 0.31599)
      (8051, 4097, 0.11099)
      (8051, 6396, 0.89805)
      (8051, 9791, 0.07094)
      (8052, 270, 0.34859)
      (8053, 9642, 0.74506)
      (8054, 549, 0.50880)
      (8055, 2662, 0.80703)
      (8056, 4029, 0.91113)
      (8057, 4110, 0.08283)
      (8058, 2298, 0.92607)
      (8059, 3063, 0.47187)
      (8060, 2359, 0.97191)
      (8061, 6493, 0.11854)
      (8062, 8092, 0.98427)
      (8063, 8745, 0.24111)
      (8064, 8013, 0.87166)
      (8065, 559, 0.96683)
      (8065, 3230, 0.15912)
      (8066, 5894, 0.59112)
      (8067, 5613, 0.98488)
      (8068, 3291, 0.77642)
      (8069, 2140, 0.36720)
      (8070, 8909, 0.21315)
      (8071, 6485, 0.88143)
      (8072, 3496, 0.32695)
      (8073, 8323, 0.72370)
      (8074, 1575, 0.84179)
      (8075, 3428, 0.98347)
      (8076, 9993, 0.44618)
      (8077, 3339, 0.85473)
      (8078, 5795, 0.25722)
      (8078, 8300, 0.54512)
      (8079, 8389, 0.48780)
      (8080, 7694, 0.70656)
      (8081, 808, 0.24554)
      (8082, 7318, 0.67630)
      (8083, 3317, 0.79050)
      (8084, 78, 0.81845)
      (8085, 2532, 0.08281)
      (8086, 1657, 0.10907)
      (8087, 1042, 0.92805)
      (8088, 4022, 0.94089)
      (8089, 5745, 0.62249)
      (8090, 7849, 0.25237)
      (8091, 975, 0.42902)
      (8092, 3917, 0.06241)
      (8093, 928, 0.28314)
      (8093, 1178, 0.02513)
      (8094, 3518, 0.95951)
      (8095, 6572, 0.72068)
      (8096, 6334, 0.39690)
      (8097, 6146, 0.22602)
      (8098, 4883, 0.94036)
      (8099, 4597, 0.15873)
      (8100, 689, 0.98168)
      (8101, 3613, 0.12330)
      (8102, 4229, 0.22501)
      (8103, 1206, 0.54135)
      (8104, 4053, 0.57237)
      (8105, 6749, 0.39464)
      (8106, 9613, 0.07799)
      (8107, 9217, 0.21402)
      (8108, 7790, 0.73928)
      (8109, 2697, 0.49984)
      (8110, 829, 0.39013)
      (8111, 2442, 0.18032)
      (8112, 1797, 0.53873)
      (8113, 4315, 0.17470)
      (8113, 4668, 0.03987)
      (8114, 8716, 0.76901)
      (8115, 6613, 0.39262)
      (8116, 2886, 0.30839)
      (8117, 5631, 0.52018)
      (8118, 4037, 0.26368)
      (8118, 7466, 0.45574)
      (8119, 6705, 0.46611)
      (8120, 4811, 0.62976)
      (8121, 6733, 0.12802)
      (8122, 770, 0.11134)
      (8123, 1234, 0.18879)
      (8124, 2283, 0.68527)
      (8125, 1934, 0.89395)
      (8125, 2885, 0.82211)
      (8126, 2976, 0.34063)
      (8126, 8804, 0.54683)
      (8127, 6138, 0.78759)
      (8128, 1724, 0.67459)
      (8128, 3741, 0.90699)
      (8129, 3157, 0.59048)
      (8130, 2851, 0.24765)
      (8131, 1597, 0.39774)
      (8132, 3288, 0.61802)
      (8133, 9966, 0.17200)
      (8134, 5799, 0.26612)
      (8135, 1741, 0.72666)
      (8136, 1641, 0.96450)
      (8136, 7220, 0.83316)
      (8137, 1054, 0.68503)
      (8138, 5969, 0.50434)
      (8139, 3045, 0.57573)
      (8140, 9675, 0.59179)
      (8141, 9904, 0.45472)
      (8142, 5023, 0.54485)
      (8143, 6721, 0.84169)
      (8143, 9835, 0.58769)
      (8144, 6318, 0.17218)
      (8145, 7627, 0.82909)
      (8146, 2659, 0.92354)
      (8147, 4495, 0.51568)
      (8147, 8634, 0.75259)
      (8148, 2689, 0.59747)
      (8149, 5798, 0.24767)
      (8150, 8731, 0.82657)
      (8151, 1850, 0.07685)
      (8152, 9215, 0.39938)
      (8153, 2824, 0.01149)
      (8154, 3755, 0.67015)
      (8155, 8240, 0.32882)
      (8156, 3406, 0.46145)
      (8157, 7112, 0.47950)
      (8158, 753, 0.57924)
      (8159, 4853, 0.68558)
      (8160, 6142, 0.39411)
      (8161, 5806, 0.25635)
      (8162, 343, 0.65496)
      (8162, 5979, 0.92731)
      (8163, 2236, 0.93895)
      (8163, 3899, 0.84179)
      (8164, 2469, 0.34273)
      (8165, 9016, 0.13712)
      (8166, 8012, 0.31613)
      (8167, 1279, 0.15583)
      (8168, 2516, 0.86420)
      (8169, 2778, 0.24767)
      (8170, 762, 0.93258)
      (8171, 977, 0.65522)
      (8172, 423, 0.98388)
      (8172, 7535, 0.88465)
      (8173, 9179, 0.87162)
      (8174, 6641, 0.32113)
      (8174, 8387, 0.28200)
      (8175, 1387, 0.04899)
      (8175, 6453, 0.70106)
      (8176, 7401, 0.39888)
      (8177, 7195, 0.97279)
      (8178, 9630, 0.88974)
      (8179, 7047, 0.08977)
      (8180, 1026, 0.72152)
      (8181, 6322, 0.90146)
      (8182, 130, 0.55949)
      (8182, 675, 0.46748)
      (8183, 281, 0.10608)
      (8184, 5032, 0.68497)
      (8185, 1421, 0.27974)
      (8186, 5139, 0.99399)
      (8187, 4985, 0.92997)
      (8188, 245, 0.76434)
      (8188, 7642, 0.43627)
      (8189, 7824, 0.34688)
      (8190, 4904, 0.01631)
      (8191, 6654, 0.30221)
      (8192, 9026, 0.32614)
      (8193, 1102, 0.82640)
      (8194, 7118, 0.24747)
      (8195, 289, 0.26224)
      (8195, 4465, 0.68737)
      (8196, 6651, 0.47639)
      (8197, 2638, 0.40723)
      (8198, 3746, 0.61367)
      (8199, 491, 0.67859)
      (8200, 2269, 0.30987)
      (8200, 2487, 0.53642)
      (8200, 4404, 0.10159)
      (8201, 5986, 0.83443)
      (8202, 1187, 0.08279)
      (8203, 2490, 0.38051)
      (8204, 3618, 0.88584)
      (8205, 1542, 0.86463)
      (8205, 9172, 0.74621)
      (8205, 9929, 0.87949)
      (8206, 2926, 0.40473)
      (8207, 8400, 0.10137)
      (8207, 8434, 0.08590)
      (8208, 8046, 0.23857)
      (8209, 5363, 0.53824)
      (8210, 6689, 0.72045)
      (8211, 501, 0.66286)
      (8212, 9567, 0.41511)
      (8213, 332, 0.80293)
      (8214, 4059, 0.86077)
      (8215, 3202, 0.32369)
      (8216, 4360, 0.51004)
      (8216, 6263, 0.90783)
      (8217, 8369, 0.33440)
      (8218, 3663, 0.20648)
      (8219, 4321, 0.98600)
      (8220, 3410, 0.21846)
      (8221, 1242, 0.85753)
      (8222, 5335, 0.52629)
      (8223, 2762, 0.77561)
      (8224, 9534, 0.78066)
      (8225, 7288, 0.41811)
      (8225, 7694, 0.87226)
      (8226, 7179, 0.25698)
      (8227, 2802, 0.31903)
      (8228, 9683, 0.80982)
      (8229, 1047, 0.20658)
      (8230, 1502, 0.34537)
      (8231, 7626, 0.06178)
      (8232, 2428, 0.15878)
      (8233, 9639, 0.37153)
      (8234, 4024, 0.23817)
      (8235, 1426, 0.10133)
      (8236, 4751, 0.97148)
      (8237, 6112, 0.76105)
      (8238, 6251, 0.48379)
      (8239, 8690, 0.84413)
      (8240, 7361, 0.08820)
      (8241, 4211, 0.26380)
      (8241, 6847, 0.82324)
      (8242, 3152, 0.57836)
      (8243, 516, 0.37053)
      (8244, 1993, 0.48907)
      (8245, 8722, 0.83107)
      (8245, 8782, 0.90807)
      (8246, 3687, 0.60608)
      (8247, 2099, 0.59180)
      (8248, 7612, 0.10064)
      (8249, 3969, 0.60707)
      (8250, 5547, 0.18688)
      (8250, 6550, 0.61300)
      (8251, 9245, 0.62285)
      (8252, 5421, 0.40752)
      (8253, 1758, 0.62803)
      (8254, 2529, 0.57168)
      (8254, 6488, 0.92992)
      (8255, 4131, 0.83730)
      (8256, 7603, 0.92108)
      (8257, 2621, 0.32275)
      (8258, 5011, 0.57967)
      (8259, 5471, 0.02530)
      (8260, 4869, 0.29282)
      (8261, 6082, 0.52344)
      (8262, 3348, 0.43919)
      (8263, 1707, 0.88156)
      (8264, 6295, 0.71060)
      (8265, 9035, 0.64575)
      (8266, 9892, 0.91871)
      (8267, 6554, 0.61539)
      (8268, 8200, 0.20360)
      (8269, 2903, 0.65391)
      (8270, 3019, 0.51792)
      (8271, 8373, 0.21182)
      (8272, 5840, 0.17099)
      (8273, 984, 0.02744)
      (8274, 5453, 0.49459)
      (8275, 5600, 0.97097)
      (8276, 8244, 0.13612)
      (8277, 1213, 0.95988)
      (8278, 1193, 0.88401)
      (8279, 4686, 0.85385)
      (8280, 477, 0.63473)
      (8281, 8426, 0.40029)
      (8282, 8315, 0.31447)
      (8283, 316, 0.38345)
      (8283, 7858, 0.89758)
      (8284, 9213, 0.64110)
      (8285, 3082, 0.17256)
      (8286, 2916, 0.86897)
      (8287, 8210, 0.79728)
      (8288, 5921, 0.45430)
      (8288, 7272, 0.70409)
      (8289, 364, 0.16011)
      (8290, 4634, 0.78341)
      (8291, 9740, 0.19899)
      (8292, 5035, 0.79753)
      (8292, 6955, 0.20833)
      (8293, 493, 0.33877)
      (8294, 352, 0.32530)
      (8295, 6271, 0.69838)
      (8296, 1389, 0.97557)
      (8297, 5406, 0.48624)
      (8298, 7645, 0.05876)
      (8299, 9375, 0.43988)
      (8300, 3780, 0.22153)
      (8301, 2994, 0.52196)
      (8302, 3714, 0.07262)
      (8303, 8996, 0.82123)
      (8303, 9756, 0.99234)
      (8304, 5675, 0.53907)
      (8305, 6372, 0.09837)
      (8306, 4276, 0.19621)
      (8307, 8321, 0.68217)
      (8308, 9167, 0.37932)
      (8309, 1718, 0.49492)
      (8310, 2999, 0.93939)
      (8311, 5900, 0.00659)
      (8312, 3359, 0.40497)
      (8313, 8548, 0.52477)
      (8314, 5961, 0.80100)
      (8315, 5480, 0.85719)
      (8316, 8410, 0.22413)
      (8317, 9814, 0.87109)
      (8318, 2573, 0.94393)
      (8319, 9292, 0.19197)
      (8320, 9704, 0.35466)
      (8321, 2346, 0.37608)
      (8321, 9788, 0.77282)
      (8322, 2131, 0.64108)
      (8323, 2113, 0.12251)
      (8323, 6155, 0.38461)
      (8324, 8199, 0.12147)
      (8325, 5244, 0.27684)
      (8326, 182, 0.60048)
      (8327, 1281, 0.74893)
      (8327, 2331, 0.76878)
      (8328, 4390, 0.80514)
      (8329, 244, 0.44579)
      (8330, 5276, 0.11484)
      (8331, 7792, 0.63885)
      (8332, 6094, 0.56688)
      (8332, 7767, 0.15350)
      (8333, 8656, 0.52391)
      (8334, 6774, 0.66721)
      (8335, 167, 0.62892)
      (8335, 7772, 0.38376)
      (8336, 283, 0.40761)
      (8337, 2282, 0.77514)
      (8338, 248, 0.95294)
      (8339, 2324, 0.46718)
      (8340, 4920, 0.03162)
      (8341, 6966, 0.61971)
      (8342, 6615, 0.74670)
      (8343, 8992, 0.93364)
      (8344, 2036, 0.86391)
      (8345, 6264, 0.04367)
      (8346, 8327, 0.99275)
      (8347, 2893, 0.99972)
      (8347, 3517, 0.11090)
      (8347, 8424, 0.80612)
      (8348, 2505, 0.05709)
      (8349, 2613, 0.17542)
      (8350, 1855, 0.48514)
      (8351, 5143, 0.58688)
      (8352, 6574, 0.89961)
      (8353, 7213, 0.74289)
      (8354, 2082, 0.11118)
      (8355, 274, 0.64959)
      (8356, 3056, 0.27031)
      (8356, 4003, 0.79203)
      (8357, 6309, 0.05688)
      (8358, 2898, 0.43622)
      (8359, 4514, 0.28429)
      (8359, 8829, 0.58294)
      (8360, 5874, 0.30312)
      (8361, 1604, 0.68294)
      (8362, 2596, 0.41616)
      (8363, 3266, 0.31251)
      (8364, 2966, 0.77177)
      (8365, 6970, 0.55516)
      (8366, 5038, 0.38598)
      (8367, 4847, 0.46683)
      (8368, 4130, 0.13621)
      (8369, 9906, 0.63498)
      (8370, 2024, 0.26235)
      (8371, 4033, 0.24717)
      (8371, 9741, 0.87359)
      (8372, 9651, 0.94592)
      (8373, 5949, 0.64209)
      (8374, 2154, 0.66086)
      (8375, 5343, 0.79893)
      (8376, 5786, 0.99246)
      (8376, 8921, 0.34893)
      (8377, 336, 0.45580)
      (8378, 3166, 0.27663)
      (8378, 9204, 0.55176)
      (8379, 419, 0.43708)
      (8380, 7877, 0.20178)
      (8381, 3967, 0.35938)
      (8382, 3011, 0.88143)
      (8382, 9448, 0.67062)
      (8383, 4466, 0.96758)
      (8384, 1065, 0.36923)
      (8385, 64, 0.58964)
      (8386, 3768, 0.62836)
      (8387, 2088, 0.48567)
      (8388, 6064, 0.35721)
      (8389, 5274, 0.56423)
      (8389, 5731, 0.75510)
      (8390, 8834, 0.56339)
      (8391, 2460, 0.48520)
      (8392, 3550, 0.45771)
      (8393, 6906, 0.96706)
      (8394, 5476, 0.51154)
      (8395, 1143, 0.32239)
      (8396, 2239, 0.39209)
      (8397, 852, 0.31462)
      (8398, 5290, 0.41980)
      (8399, 8785, 0.99637)
      (8400, 5978, 0.60035)
      (8401, 4976, 0.59781)
      (8402, 2252, 0.43063)
      (8402, 4407, 0.93483)
      (8403, 7808, 0.72864)
      (8403, 9327, 0.34273)
      (8404, 6332, 0.72866)
      (8405, 8824, 0.74799)
      (8406, 9264, 0.61885)
      (8407, 4623, 0.89706)
      (8408, 6766, 0.43065)
      (8409, 6474, 0.42504)
      (8410, 2733, 0.93106)
      (8411, 9304, 0.78940)
      (8412, 3018, 0.64397)
      (8413, 5544, 0.97750)
      (8413, 7088, 0.39069)
      (8414, 4370, 0.25604)
      (8414, 8476, 0.35858)
      (8415, 9878, 0.00579)
      (8416, 3712, 0.38963)
      (8417, 1321, 0.53966)
      (8418, 5930, 0.23805)
      (8418, 8414, 0.09726)
      (8418, 9328, 0.69589)
      (8419, 579, 0.87811)
      (8420, 4272, 0.25628)
      (8421, 2873, 0.83663)
      (8422, 3060, 0.86370)
      (8423, 7399, 0.59026)
      (8424, 2803, 0.10921)
      (8425, 6186, 0.69665)
      (8426, 473, 0.57309)
      (8427, 8159, 0.50433)
      (8428, 3764, 0.32606)
      (8428, 4500, 0.30230)
      (8429, 4778, 0.12317)
      (8430, 6575, 0.00035)
      (8431, 7692, 0.52605)
      (8432, 6054, 0.12094)
      (8433, 8259, 0.11804)
      (8433, 8732, 0.58084)
      (8434, 3047, 0.98518)
      (8435, 6754, 0.98023)
      (8436, 6325, 0.49790)
      (8437, 4902, 0.54114)
      (8437, 9974, 0.06808)
      (8438, 7556, 0.05068)
      (8439, 5249, 0.19232)
      (8440, 4372, 0.59836)
      (8440, 7406, 0.78058)
      (8441, 1189, 0.52586)
      (8442, 6049, 0.86808)
      (8443, 5307, 0.73141)
      (8444, 9238, 0.42017)
      (8445, 5492, 0.15792)
      (8445, 8789, 0.00770)
      (8446, 136, 0.08217)
      (8447, 7997, 0.92882)
      (8448, 6475, 0.14832)
      (8448, 8126, 0.29239)
      (8449, 4175, 0.55070)
      (8450, 7909, 0.27783)
      (8451, 2850, 0.96646)
      (8452, 6794, 0.46804)
      (8452, 7501, 0.06213)
      (8453, 3059, 0.11890)
      (8453, 8985, 0.85488)
      (8454, 5525, 0.62835)
      (8455, 8405, 0.94288)
      (8456, 4607, 0.09370)
      (8456, 6627, 0.57761)
      (8457, 1740, 0.00798)
      (8457, 3358, 0.72581)
      (8458, 2802, 0.64094)
      (8458, 6392, 0.89206)
      (8459, 6133, 0.02407)
      (8460, 879, 0.89600)
      (8460, 4285, 0.52039)
      (8461, 9549, 0.15925)
      (8462, 1251, 0.01513)
      (8463, 8168, 0.01262)
      (8464, 868, 0.44788)
      (8465, 4235, 0.12874)
      (8466, 3241, 0.00059)
      (8467, 76, 0.80844)
      (8468, 8225, 0.98263)
      (8469, 4659, 0.06351)
      (8470, 3576, 0.72266)
      (8470, 6357, 0.66175)
      (8471, 9976, 0.42135)
      (8472, 9963, 0.22124)
      (8473, 3501, 0.44003)
      (8474, 5373, 0.53277)
      (8475, 8890, 0.94586)
      (8476, 7224, 0.74140)
      (8477, 203, 0.59093)
      (8478, 5736, 0.02931)
      (8479, 4951, 0.21047)
      (8480, 2644, 0.99479)
      (8481, 518, 0.84552)
      (8482, 4244, 0.47795)
      (8483, 6878, 0.63860)
      (8483, 6948, 0.33481)
      (8484, 9787, 0.90121)
      (8485, 5784, 0.04905)
      (8486, 82, 0.25139)
      (8487, 6602, 0.58482)
      (8488, 386, 0.03698)
      (8489, 3731, 0.76751)
      (8490, 8944, 0.90987)
      (8491, 5789, 0.06347)
      (8492, 7499, 0.17878)
      (8493, 3604, 0.90219)
      (8494, 480, 0.48437)
      (8494, 3910, 0.44686)
      (8495, 946, 0.08048)
      (8496, 4327, 0.54015)
      (8497, 441, 0.40974)
      (8498, 5931, 0.31224)
      (8499, 7658, 0.35075)
      (8500, 4345, 0.19739)
      (8501, 4417, 0.46805)
      (8502, 6011, 0.73016)
      (8503, 8681, 0.40906)
      (8504, 2476, 0.26948)
      (8504, 3074, 0.65761)
      (8505, 2725, 0.74707)
      (8506, 1267, 0.21731)
      (8507, 8556, 0.61184)
      (8508, 2515, 0.83783)
      (8508, 9584, 0.56185)
      (8509, 2703, 0.32503)
      (8510, 1637, 0.78361)
      (8511, 3902, 0.24451)
      (8511, 6998, 0.22151)
      (8512, 8025, 0.47467)
      (8513, 4876, 0.40910)
      (8514, 1105, 0.73277)
      (8515, 3891, 0.68046)
      (8516, 8603, 0.87389)
      (8517, 4700, 0.60008)
      (8518, 431, 0.21170)
      (8518, 2475, 0.50400)
      (8519, 598, 0.02147)
      (8519, 4464, 0.58542)
      (8520, 601, 0.29273)
      (8521, 4441, 0.92501)
      (8522, 778, 0.95598)
      (8523, 194, 0.92028)
      (8524, 723, 0.36455)
      (8524, 1325, 0.97427)
      (8525, 6905, 0.65259)
      (8526, 2351, 0.06531)
      (8527, 9207, 0.44335)
      (8528, 8642, 0.51277)
      (8529, 2183, 0.34230)
      (8529, 8702, 0.81368)
      (8530, 8622, 0.94014)
      (8531, 368, 0.22899)
      (8531, 3748, 0.94659)
      (8532, 6894, 0.89181)
      (8533, 4491, 0.64806)
      (8534, 1775, 0.79932)
      (8534, 4486, 0.10098)
      (8534, 5437, 0.38547)
      (8534, 5632, 0.98160)
      (8535, 2394, 0.73668)
      (8535, 6704, 0.69918)
      (8536, 8796, 0.61426)
      (8537, 932, 0.97365)
      (8538, 5300, 0.05322)
      (8538, 6618, 0.29289)
      (8538, 9330, 0.69790)
      (8539, 6438, 0.72141)
      (8540, 3963, 0.93058)
      (8541, 805, 0.46983)
      (8542, 318, 0.85575)
      (8542, 9106, 0.91096)
      (8543, 8972, 0.60968)
      (8543, 9365, 0.69055)
      (8544, 8852, 0.03401)
      (8545, 6428, 0.19303)
      (8545, 6663, 0.12152)
      (8546, 78, 0.81359)
      (8546, 3257, 0.48616)
      (8547, 9592, 0.33783)
      (8548, 3228, 0.62164)
      (8548, 6996, 0.65328)
      (8549, 7154, 0.06234)
      (8550, 6328, 0.88097)
      (8551, 5164, 0.36859)
      (8551, 5718, 0.57240)
      (8552, 3448, 0.33893)
      (8553, 5620, 0.58054)
