1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 2000
(u, v) E = { 
      (1672, 556, 0.13553)
      (1672, 617, 0.06320)
      (1672, 634, 0.04579)
      (1672, 681, 0.54151)
      (1672, 713, 0.24226)
      (1672, 845, 0.00199)
      (1672, 861, 0.71611)
      (1672, 873, 0.73235)
      (1672, 894, 0.82055)
      (1672, 1023, 0.87186)
      (1672, 1043, 0.22602)
      (1672, 1078, 0.14231)
      (1672, 1269, 0.64101)
      (1672, 1354, 0.56875)
      (1672, 1373, 0.58138)
      (1672, 1591, 0.48874)
      (1672, 1678, 0.29533)
      (1672, 1706, 0.80057)
      (1672, 1813, 0.42849)
      (1673, 186, 0.90207)
      (1673, 195, 0.84177)
      (1673, 631, 0.05610)
      (1673, 669, 0.13541)
      (1673, 830, 0.99692)
      (1673, 896, 0.42189)
      (1673, 942, 0.76253)
      (1673, 1007, 0.51945)
      (1673, 1173, 0.76716)
      (1673, 1269, 0.94414)
      (1673, 1387, 0.61593)
      (1673, 1495, 0.30815)
      (1673, 1554, 0.58170)
      (1673, 1701, 0.95442)
      (1674, 35, 0.72645)
      (1674, 112, 0.37963)
      (1674, 328, 0.23902)
      (1674, 422, 0.10411)
      (1674, 440, 0.35607)
      (1674, 445, 0.08421)
      (1674, 660, 0.99067)
      (1674, 703, 0.86493)
      (1674, 1010, 0.44779)
      (1674, 1043, 0.51638)
      (1674, 1176, 0.15024)
      (1674, 1206, 0.92848)
      (1674, 1335, 0.27403)
      (1674, 1467, 0.03110)
      (1674, 1477, 0.02222)
      (1674, 1547, 0.39455)
      (1674, 1604, 0.11358)
      (1674, 1640, 0.55019)
      (1674, 1648, 0.36691)
      (1674, 1659, 0.20850)
      (1674, 1928, 0.46019)
      (1675, 80, 0.03671)
      (1675, 285, 0.03653)
      (1675, 385, 0.02493)
      (1675, 518, 0.70052)
      (1675, 568, 0.96325)
      (1675, 603, 0.39960)
      (1675, 628, 0.86698)
      (1675, 700, 0.86811)
      (1675, 707, 0.17004)
      (1675, 968, 0.53564)
      (1675, 1030, 0.45093)
      (1675, 1032, 0.19025)
      (1675, 1161, 0.47722)
      (1675, 1254, 0.76439)
      (1675, 1272, 0.50071)
      (1675, 1280, 0.12521)
      (1675, 1294, 0.28979)
      (1675, 1348, 0.38204)
      (1675, 1404, 0.21751)
      (1675, 1406, 0.07498)
      (1675, 1523, 0.53128)
      (1675, 1824, 0.26331)
      (1675, 1884, 0.53664)
      (1675, 1941, 0.17600)
      (1675, 1962, 0.92725)
      (1676, 230, 0.98112)
      (1676, 395, 0.04887)
      (1676, 448, 0.34381)
      (1676, 483, 0.11674)
      (1676, 598, 0.83013)
      (1676, 744, 0.51571)
      (1676, 792, 0.30540)
      (1676, 829, 0.31886)
      (1676, 955, 0.47722)
      (1676, 1086, 0.19544)
      (1676, 1160, 0.66790)
      (1676, 1433, 0.21204)
      (1676, 1453, 0.92851)
      (1676, 1495, 0.69343)
      (1676, 1575, 0.72568)
      (1676, 1737, 0.85694)
      (1676, 1859, 0.63453)
      (1676, 1996, 0.57371)
      (1677, 71, 0.46131)
      (1677, 352, 0.33237)
      (1677, 366, 0.14394)
      (1677, 393, 0.46717)
      (1677, 617, 0.16414)
      (1677, 673, 0.39111)
      (1677, 758, 0.80269)
      (1677, 799, 0.09731)
      (1677, 883, 0.30514)
      (1677, 1020, 0.20759)
      (1677, 1104, 0.38875)
      (1677, 1191, 0.17001)
      (1677, 1296, 0.25339)
      (1677, 1305, 0.40284)
      (1677, 1435, 0.23610)
      (1677, 1544, 0.44079)
      (1677, 1725, 0.70048)
      (1677, 1785, 0.74572)
      (1677, 1793, 0.67305)
      (1677, 1819, 0.87610)
      (1677, 1854, 0.26434)
      (1677, 1874, 0.19984)
      (1678, 27, 0.92784)
      (1678, 142, 0.06733)
      (1678, 243, 0.59864)
      (1678, 315, 0.21311)
      (1678, 446, 0.24033)
      (1678, 623, 0.55752)
      (1678, 706, 0.46767)
      (1678, 942, 0.66801)
      (1678, 1209, 0.05439)
      (1678, 1259, 0.37967)
      (1678, 1399, 0.39155)
      (1678, 1433, 0.34883)
      (1678, 1590, 0.79461)
      (1678, 1594, 0.23315)
      (1678, 1634, 0.88362)
      (1678, 1639, 0.57756)
      (1678, 1704, 0.56203)
      (1678, 1851, 0.24525)
      (1679, 246, 0.75656)
      (1679, 314, 0.36660)
      (1679, 349, 0.68957)
      (1679, 640, 0.11498)
      (1679, 821, 0.72115)
      (1679, 928, 0.93800)
      (1679, 945, 0.36614)
      (1679, 1062, 0.09610)
      (1679, 1095, 0.57428)
      (1679, 1146, 0.53727)
      (1679, 1464, 0.65668)
      (1679, 1517, 0.14346)
      (1679, 1529, 0.82907)
      (1679, 1632, 0.84805)
      (1679, 1643, 0.44220)
      (1679, 1692, 0.25487)
      (1679, 1698, 0.12354)
      (1679, 1741, 0.69047)
      (1679, 1819, 0.40862)
      (1679, 1844, 0.36387)
      (1679, 1961, 0.89009)
      (1679, 1976, 0.83576)
      (1680, 102, 0.24922)
      (1680, 108, 0.05205)
      (1680, 252, 0.98230)
      (1680, 258, 0.83880)
      (1680, 446, 0.64819)
      (1680, 457, 0.84120)
      (1680, 464, 0.43987)
      (1680, 478, 0.70869)
      (1680, 719, 0.73540)
      (1680, 735, 0.36627)
      (1680, 741, 0.73280)
      (1680, 971, 0.69306)
      (1680, 1038, 0.74046)
      (1680, 1129, 0.91975)
      (1680, 1139, 0.68355)
      (1680, 1183, 0.31261)
      (1680, 1618, 0.63277)
      (1680, 1637, 0.48085)
      (1680, 1645, 0.31196)
      (1680, 1685, 0.62175)
      (1680, 1769, 0.78728)
      (1680, 1808, 0.95893)
      (1680, 1809, 0.07077)
      (1680, 1959, 0.60079)
      (1681, 28, 0.98254)
      (1681, 31, 0.31978)
      (1681, 55, 0.23935)
      (1681, 68, 0.40781)
      (1681, 188, 0.22538)
      (1681, 217, 0.84118)
      (1681, 222, 0.29790)
      (1681, 269, 0.43202)
      (1681, 434, 0.49417)
      (1681, 474, 0.98738)
      (1681, 800, 0.78025)
      (1681, 1017, 0.13101)
      (1681, 1163, 0.84140)
      (1681, 1221, 0.82772)
      (1681, 1231, 0.83876)
      (1681, 1239, 0.31905)
      (1681, 1259, 0.77358)
      (1681, 1351, 0.17876)
      (1681, 1384, 0.18325)
      (1681, 1411, 0.21187)
      (1681, 1427, 0.52285)
      (1681, 1542, 0.77144)
      (1681, 1638, 0.49655)
      (1681, 1659, 0.53494)
      (1681, 1691, 0.61278)
      (1681, 1700, 0.69545)
      (1681, 1761, 0.03503)
      (1681, 1770, 0.25437)
      (1681, 1783, 0.67687)
      (1681, 1841, 0.36610)
      (1682, 35, 0.98895)
      (1682, 112, 0.67441)
      (1682, 273, 0.34200)
      (1682, 383, 0.71679)
      (1682, 450, 0.90072)
      (1682, 467, 0.91692)
      (1682, 488, 0.37056)
      (1682, 534, 0.11995)
      (1682, 586, 0.53845)
      (1682, 653, 0.16420)
      (1682, 810, 0.94967)
      (1682, 831, 0.76602)
      (1682, 969, 0.56244)
      (1682, 1102, 0.67369)
      (1682, 1361, 0.45171)
      (1682, 1420, 0.17074)
      (1682, 1556, 0.37393)
      (1682, 1578, 0.72952)
      (1682, 1790, 0.30440)
      (1682, 1791, 0.47363)
      (1682, 1983, 0.39043)
      (1683, 450, 0.43564)
      (1683, 540, 0.18729)
      (1683, 670, 0.78904)
      (1683, 814, 0.43558)
      (1683, 891, 0.73960)
      (1683, 1023, 0.18828)
      (1683, 1036, 0.53317)
      (1683, 1156, 0.88641)
      (1683, 1221, 0.24043)
      (1683, 1297, 0.69687)
      (1683, 1358, 0.74271)
      (1683, 1374, 0.16960)
      (1683, 1380, 0.03218)
      (1683, 1400, 0.21771)
      (1683, 1490, 0.05540)
      (1683, 1540, 0.87603)
      (1683, 1632, 0.06526)
      (1683, 1653, 0.76588)
      (1683, 1703, 0.32030)
      (1683, 1796, 0.02800)
      (1683, 1829, 0.05380)
      (1683, 1863, 0.20855)
      (1683, 1867, 0.83392)
      (1683, 1938, 0.79015)
      (1683, 1943, 0.61417)
      (1683, 1958, 0.98222)
      (1683, 1991, 0.49474)
      (1684, 30, 0.51866)
      (1684, 37, 0.36175)
      (1684, 163, 0.85934)
      (1684, 248, 0.84905)
      (1684, 514, 0.16976)
      (1684, 527, 0.10306)
      (1684, 634, 0.39938)
      (1684, 857, 0.75558)
      (1684, 859, 0.49501)
      (1684, 940, 0.81565)
      (1684, 943, 0.67477)
      (1684, 986, 0.68312)
      (1684, 1000, 0.14795)
      (1684, 1121, 0.55231)
      (1684, 1182, 0.81445)
      (1684, 1209, 0.41581)
      (1684, 1343, 0.50737)
      (1684, 1727, 0.20845)
      (1684, 1863, 0.27641)
      (1685, 14, 0.56190)
      (1685, 188, 0.95300)
      (1685, 208, 0.47764)
      (1685, 227, 0.97880)
      (1685, 233, 0.99103)
      (1685, 244, 0.21714)
      (1685, 477, 0.37257)
      (1685, 638, 0.83851)
      (1685, 651, 0.80246)
      (1685, 738, 0.15947)
      (1685, 818, 0.04395)
      (1685, 947, 0.58804)
      (1685, 1053, 0.65839)
      (1685, 1219, 0.70059)
      (1685, 1220, 0.26596)
      (1685, 1237, 0.26410)
      (1685, 1256, 0.80281)
      (1685, 1341, 0.33695)
      (1685, 1544, 0.74807)
      (1685, 1609, 0.12684)
      (1685, 1876, 0.70849)
      (1685, 1911, 0.03275)
      (1686, 139, 0.79366)
      (1686, 177, 0.73937)
      (1686, 267, 0.00954)
      (1686, 509, 0.73601)
      (1686, 527, 0.40369)
      (1686, 626, 0.71736)
      (1686, 664, 0.02454)
      (1686, 740, 0.73997)
      (1686, 795, 0.03263)
      (1686, 888, 0.46359)
      (1686, 908, 0.83413)
      (1686, 985, 0.23970)
      (1686, 1052, 0.23544)
      (1686, 1115, 0.84881)
      (1686, 1148, 0.21234)
      (1686, 1273, 0.53456)
      (1686, 1276, 0.62312)
      (1686, 1500, 0.29534)
      (1686, 1502, 0.90438)
      (1686, 1515, 0.96002)
      (1686, 1657, 0.42563)
      (1686, 1730, 0.71156)
      (1686, 1737, 0.47374)
      (1686, 1863, 0.23638)
      (1686, 1876, 0.27554)
      (1686, 1951, 0.64164)
      (1687, 155, 0.78680)
      (1687, 233, 0.52713)
      (1687, 254, 0.03325)
      (1687, 257, 0.90884)
      (1687, 405, 0.52847)
      (1687, 724, 0.97371)
      (1687, 736, 0.68947)
      (1687, 797, 0.38480)
      (1687, 866, 0.66583)
      (1687, 917, 0.71506)
      (1687, 930, 0.31746)
      (1687, 950, 0.37603)
      (1687, 986, 0.19739)
      (1687, 1043, 0.74208)
      (1687, 1095, 0.79630)
      (1687, 1186, 0.42821)
      (1687, 1219, 0.23139)
      (1687, 1350, 0.41712)
      (1687, 1411, 0.12642)
      (1687, 1608, 0.15323)
      (1687, 1631, 0.92584)
      (1687, 1739, 0.19497)
      (1687, 1854, 0.83430)
      (1687, 1981, 0.45393)
      (1688,  6, 0.85210)
      (1688, 76, 0.08511)
      (1688, 183, 0.19626)
      (1688, 200, 0.74478)
      (1688, 229, 0.51593)
      (1688, 256, 0.80102)
      (1688, 263, 0.82233)
      (1688, 319, 0.44134)
      (1688, 395, 0.20609)
      (1688, 559, 0.80502)
      (1688, 679, 0.87958)
      (1688, 761, 0.71369)
      (1688, 778, 0.30179)
      (1688, 821, 0.65379)
      (1688, 856, 0.18901)
      (1688, 1097, 0.06333)
      (1688, 1265, 0.11703)
      (1688, 1269, 0.86804)
      (1688, 1296, 0.42468)
      (1688, 1302, 0.97879)
      (1688, 1338, 0.43000)
      (1688, 1370, 0.95529)
      (1688, 1457, 0.70416)
      (1688, 1537, 0.18972)
      (1688, 1952, 0.55578)
      (1689, 72, 0.70585)
      (1689, 151, 0.52610)
      (1689, 254, 0.50738)
      (1689, 379, 0.07435)
      (1689, 450, 0.32258)
      (1689, 545, 0.87432)
      (1689, 552, 0.46621)
      (1689, 556, 0.62837)
      (1689, 671, 0.48867)
      (1689, 707, 0.32695)
      (1689, 997, 0.67846)
      (1689, 1046, 0.90335)
      (1689, 1156, 0.92075)
      (1689, 1219, 0.69172)
      (1689, 1275, 0.50841)
      (1689, 1367, 0.92902)
      (1689, 1384, 0.01173)
      (1689, 1865, 0.81609)
      (1690, 289, 0.00395)
      (1690, 364, 0.69112)
      (1690, 411, 0.88617)
      (1690, 459, 0.22751)
      (1690, 489, 0.29073)
      (1690, 558, 0.39752)
      (1690, 579, 0.36555)
      (1690, 611, 0.86313)
      (1690, 644, 0.82988)
      (1690, 773, 0.53566)
      (1690, 890, 0.70476)
      (1690, 976, 0.13480)
      (1690, 985, 0.02412)
      (1690, 1022, 0.93918)
      (1690, 1071, 0.52133)
      (1690, 1177, 0.88613)
      (1690, 1227, 0.57199)
      (1690, 1566, 0.38085)
      (1690, 1726, 0.20266)
      (1690, 1799, 0.24377)
      (1690, 1971, 0.53075)
      (1690, 1988, 0.43005)
      (1691, 87, 0.98507)
      (1691, 400, 0.82506)
      (1691, 421, 0.59427)
      (1691, 519, 0.33624)
      (1691, 639, 0.42830)
      (1691, 740, 0.73715)
      (1691, 791, 0.31920)
      (1691, 806, 0.33147)
      (1691, 840, 0.71895)
      (1691, 925, 0.19171)
      (1691, 1019, 0.60767)
      (1691, 1082, 0.42904)
      (1691, 1089, 0.51403)
      (1691, 1109, 0.13537)
      (1691, 1224, 0.20656)
      (1691, 1345, 0.65087)
      (1691, 1455, 0.02297)
      (1691, 1466, 0.25310)
      (1691, 1484, 0.83592)
      (1691, 1594, 0.29303)
      (1691, 1744, 0.49230)
      (1691, 1784, 0.46127)
      (1691, 1904, 0.15355)
      (1692, 16, 0.26071)
      (1692, 34, 0.20245)
      (1692, 198, 0.61217)
      (1692, 281, 0.98928)
      (1692, 337, 0.07105)
      (1692, 638, 0.05282)
      (1692, 999, 0.07365)
      (1692, 1007, 0.06549)
      (1692, 1114, 0.11664)
      (1692, 1148, 0.52172)
      (1692, 1205, 0.64539)
      (1692, 1304, 0.97051)
      (1692, 1431, 0.09291)
      (1692, 1554, 0.68950)
      (1692, 1691, 0.58036)
      (1693, 82, 0.95396)
      (1693, 104, 0.48751)
      (1693, 129, 0.58376)
      (1693, 164, 0.89247)
      (1693, 450, 0.74521)
      (1693, 452, 0.88136)
      (1693, 507, 0.97434)
      (1693, 518, 0.21152)
      (1693, 630, 0.39604)
      (1693, 722, 0.53460)
      (1693, 812, 0.72981)
      (1693, 857, 0.03374)
      (1693, 1106, 0.71794)
      (1693, 1293, 0.47291)
      (1693, 1358, 0.92926)
      (1693, 1403, 0.57174)
      (1693, 1484, 0.29374)
      (1693, 1506, 0.54484)
      (1693, 1548, 0.32362)
      (1693, 1648, 0.01398)
      (1693, 1656, 0.65034)
      (1693, 1707, 0.04191)
      (1693, 1827, 0.55040)
      (1694, 31, 0.11530)
      (1694, 86, 0.74571)
      (1694, 191, 0.98039)
      (1694, 216, 0.06582)
      (1694, 397, 0.31386)
      (1694, 608, 0.61341)
      (1694, 688, 0.55613)
      (1694, 712, 0.23548)
      (1694, 758, 0.32934)
      (1694, 786, 0.71630)
      (1694, 846, 0.35711)
      (1694, 1025, 0.69844)
      (1694, 1107, 0.13635)
      (1694, 1132, 0.11039)
      (1694, 1311, 0.38841)
      (1694, 1873, 0.83993)
      (1694, 1897, 0.90530)
      (1695, 41, 0.91305)
      (1695, 68, 0.04501)
      (1695, 785, 0.29903)
      (1695, 786, 0.05852)
      (1695, 949, 0.25362)
      (1695, 1120, 0.41286)
      (1695, 1151, 0.05078)
      (1695, 1248, 0.49356)
      (1695, 1261, 0.65611)
      (1695, 1435, 0.56041)
      (1695, 1484, 0.28629)
      (1695, 1537, 0.80149)
      (1695, 1578, 0.67897)
      (1695, 1581, 0.32943)
      (1695, 1730, 0.59785)
      (1695, 1854, 0.29610)
      (1696, 15, 0.49056)
      (1696, 54, 0.48701)
      (1696, 80, 0.54484)
      (1696, 204, 0.86102)
      (1696, 549, 0.58759)
      (1696, 561, 0.88645)
      (1696, 562, 0.91000)
      (1696, 667, 0.63990)
      (1696, 746, 0.62709)
      (1696, 812, 0.04540)
      (1696, 816, 0.51550)
      (1696, 848, 0.54911)
      (1696, 885, 0.48269)
      (1696, 944, 0.53235)
      (1696, 990, 0.35567)
      (1696, 1012, 0.89711)
      (1696, 1115, 0.97847)
      (1696, 1122, 0.80590)
      (1696, 1133, 0.27098)
      (1696, 1315, 0.55872)
      (1696, 1369, 0.54337)
      (1696, 1524, 0.38715)
      (1696, 1891, 0.76487)
      (1696, 1902, 0.56573)
      (1697, 54, 0.20043)
      (1697, 59, 0.29012)
      (1697, 137, 0.04664)
      (1697, 255, 0.22494)
      (1697, 408, 0.23475)
      (1697, 519, 0.59041)
      (1697, 550, 0.65590)
      (1697, 571, 0.90547)
      (1697, 630, 0.36217)
      (1697, 688, 0.13760)
      (1697, 710, 0.89667)
      (1697, 733, 0.19183)
      (1697, 826, 0.98664)
      (1697, 1168, 0.39528)
      (1697, 1439, 0.02352)
      (1697, 1781, 0.46392)
      (1697, 1795, 0.17899)
      (1697, 1880, 0.50368)
      (1697, 1925, 0.53261)
      (1698, 81, 0.14013)
      (1698, 104, 0.29589)
      (1698, 190, 0.09227)
      (1698, 376, 0.77987)
      (1698, 412, 0.58016)
      (1698, 417, 0.43592)
      (1698, 550, 0.68412)
      (1698, 571, 0.03496)
      (1698, 652, 0.65160)
      (1698, 716, 0.04155)
      (1698, 768, 0.94961)
      (1698, 794, 0.96339)
      (1698, 846, 0.43282)
      (1698, 910, 0.59679)
      (1698, 1059, 0.39055)
      (1698, 1248, 0.44476)
      (1698, 1249, 0.10468)
      (1698, 1433, 0.05604)
      (1698, 1504, 0.17605)
      (1698, 1614, 0.56153)
      (1698, 1620, 0.09209)
      (1698, 1942, 0.96672)
      (1699, 28, 0.29454)
      (1699, 210, 0.61613)
      (1699, 248, 0.87134)
      (1699, 258, 0.78968)
      (1699, 705, 0.35482)
      (1699, 752, 0.97651)
      (1699, 1114, 0.41048)
      (1699, 1116, 0.38893)
      (1699, 1389, 0.82727)
      (1699, 1632, 0.55370)
      (1699, 1641, 0.19369)
      (1699, 1655, 0.86452)
      (1699, 1675, 0.98065)
      (1699, 1775, 0.98364)
      (1699, 1983, 0.29850)
      (1700, 98, 0.84946)
      (1700, 143, 0.07657)
      (1700, 221, 0.37808)
      (1700, 230, 0.41129)
      (1700, 232, 0.56249)
      (1700, 341, 0.83316)
      (1700, 478, 0.00340)
      (1700, 511, 0.65354)
      (1700, 620, 0.85631)
      (1700, 710, 0.71376)
      (1700, 831, 0.20041)
      (1700, 927, 0.68231)
      (1700, 1036, 0.46314)
      (1700, 1048, 0.60722)
      (1700, 1049, 0.73777)
      (1700, 1097, 0.69372)
      (1700, 1103, 0.50501)
      (1700, 1152, 0.99642)
      (1700, 1296, 0.52414)
      (1700, 1327, 0.51749)
      (1700, 1391, 0.67692)
      (1700, 1419, 0.65017)
      (1700, 1460, 0.27403)
      (1700, 1541, 0.19182)
      (1700, 1552, 0.60425)
      (1700, 1596, 0.97328)
      (1700, 1624, 0.75297)
      (1700, 1644, 0.31971)
      (1700, 1675, 0.25708)
      (1701, 91, 0.39745)
      (1701, 303, 0.47888)
      (1701, 362, 0.89906)
      (1701, 371, 0.13867)
      (1701, 399, 0.68121)
      (1701, 440, 0.10843)
      (1701, 467, 0.55531)
      (1701, 532, 0.94852)
      (1701, 591, 0.09557)
      (1701, 773, 0.12952)
      (1701, 784, 0.97491)
      (1701, 813, 0.11856)
      (1701, 858, 0.11989)
      (1701, 951, 0.01492)
      (1701, 1008, 0.64702)
      (1701, 1177, 0.08732)
      (1701, 1187, 0.25252)
      (1701, 1328, 0.56963)
      (1701, 1386, 0.76738)
      (1701, 1733, 0.86678)
      (1701, 1750, 0.76398)
      (1701, 1920, 0.01134)
      (1702, 133, 0.53205)
      (1702, 142, 0.23870)
      (1702, 719, 0.89367)
      (1702, 760, 0.66882)
      (1702, 774, 0.88088)
      (1702, 831, 0.57366)
      (1702, 922, 0.05955)
      (1702, 1150, 0.17207)
      (1702, 1177, 0.25761)
      (1702, 1402, 0.65732)
      (1702, 1449, 0.24239)
      (1702, 1586, 0.23269)
      (1702, 1593, 0.48984)
      (1702, 1722, 0.20770)
      (1702, 1949, 0.01891)
      (1703, 13, 0.32306)
      (1703, 189, 0.16575)
      (1703, 209, 0.31457)
      (1703, 354, 0.50998)
      (1703, 458, 0.80546)
      (1703, 478, 0.48388)
      (1703, 718, 0.85149)
      (1703, 815, 0.62495)
      (1703, 983, 0.70750)
      (1703, 1298, 0.39723)
      (1703, 1395, 0.59890)
      (1703, 1444, 0.69399)
      (1703, 1493, 0.21651)
      (1703, 1513, 0.90978)
      (1703, 1568, 0.59540)
      (1703, 1650, 0.25206)
      (1703, 1654, 0.17336)
      (1703, 1688, 0.57970)
      (1703, 1691, 0.61128)
      (1703, 1795, 0.02972)
      (1703, 1814, 0.26037)
      (1703, 1927, 0.50974)
      (1704, 38, 0.38630)
      (1704, 106, 0.58320)
      (1704, 113, 0.95145)
      (1704, 369, 0.41363)
      (1704, 381, 0.38733)
      (1704, 397, 0.44831)
      (1704, 549, 0.62510)
      (1704, 636, 0.36326)
      (1704, 889, 0.28902)
      (1704, 1106, 0.40912)
      (1704, 1243, 0.09692)
      (1704, 1323, 0.71332)
      (1704, 1374, 0.46420)
      (1704, 1402, 0.71811)
      (1704, 1437, 0.73099)
      (1704, 1456, 0.85237)
      (1704, 1501, 0.31897)
      (1704, 1532, 0.58300)
      (1704, 1652, 0.57215)
      (1704, 1678, 0.62249)
      (1704, 1681, 0.63051)
      (1704, 1710, 0.12067)
      (1704, 1922, 0.95057)
      (1704, 1926, 0.46218)
      (1705, 25, 0.28185)
      (1705, 103, 0.08690)
      (1705, 180, 0.89174)
      (1705, 352, 0.14317)
      (1705, 534, 0.26216)
      (1705, 749, 0.89860)
      (1705, 990, 0.10975)
      (1705, 992, 0.88209)
      (1705, 1037, 0.95142)
      (1705, 1052, 0.80442)
      (1705, 1079, 0.13477)
      (1705, 1138, 0.19613)
      (1705, 1427, 0.53615)
      (1705, 1431, 0.07799)
      (1705, 1457, 0.84961)
      (1705, 1573, 0.11506)
      (1705, 1787, 0.55287)
      (1705, 1890, 0.77498)
      (1706, 49, 0.94993)
      (1706, 86, 0.76101)
      (1706, 163, 0.71277)
      (1706, 217, 0.76766)
      (1706, 378, 0.13639)
      (1706, 387, 0.46511)
      (1706, 691, 0.37561)
      (1706, 811, 0.33559)
      (1706, 1071, 0.06143)
      (1706, 1291, 0.70462)
      (1706, 1292, 0.74464)
      (1706, 1445, 0.01911)
      (1706, 1666, 0.66187)
      (1706, 1831, 0.84381)
      (1706, 1897, 0.26927)
      (1706, 1901, 0.54031)
      (1706, 1943, 0.74864)
      (1706, 1956, 0.58280)
      (1706, 1986, 0.49111)
      (1707, 24, 0.28356)
      (1707, 102, 0.19242)
      (1707, 107, 0.90862)
      (1707, 162, 0.16089)
      (1707, 333, 0.15544)
      (1707, 495, 0.15834)
      (1707, 616, 0.14177)
      (1707, 636, 0.65646)
      (1707, 662, 0.90388)
      (1707, 841, 0.24762)
      (1707, 843, 0.61900)
      (1707, 1068, 0.38961)
      (1707, 1173, 0.84648)
      (1707, 1188, 0.17627)
      (1707, 1256, 0.24701)
      (1707, 1278, 0.33495)
      (1707, 1289, 0.18403)
      (1707, 1311, 0.86646)
      (1707, 1663, 0.01725)
      (1707, 1701, 0.95293)
      (1707, 1703, 0.73928)
      (1707, 1810, 0.56457)
      (1708, 133, 0.36877)
      (1708, 169, 0.85341)
      (1708, 173, 0.81312)
      (1708, 189, 0.42192)
      (1708, 381, 0.35743)
      (1708, 519, 0.03393)
      (1708, 621, 0.64864)
      (1708, 836, 0.11612)
      (1708, 930, 0.11228)
      (1708, 1050, 0.70030)
      (1708, 1191, 0.19659)
      (1708, 1246, 0.08923)
      (1708, 1499, 0.06329)
      (1708, 1507, 0.59258)
      (1708, 1523, 0.82200)
      (1708, 1560, 0.90086)
      (1708, 1610, 0.95576)
      (1708, 1737, 0.44916)
      (1708, 1830, 0.45276)
      (1708, 1897, 0.39710)
      (1709, 155, 0.30655)
      (1709, 219, 0.92265)
      (1709, 257, 0.31960)
      (1709, 288, 0.79025)
      (1709, 351, 0.54694)
      (1709, 527, 0.83934)
      (1709, 709, 0.40113)
      (1709, 834, 0.45482)
      (1709, 953, 0.77559)
      (1709, 954, 0.61038)
      (1709, 1043, 0.08872)
      (1709, 1052, 0.52582)
      (1709, 1061, 0.74852)
      (1709, 1156, 0.49912)
      (1709, 1230, 0.49225)
      (1709, 1368, 0.99576)
      (1709, 1561, 0.61512)
      (1709, 1625, 0.46301)
      (1709, 1643, 0.04802)
      (1709, 1770, 0.06465)
      (1709, 1771, 0.96849)
      (1710, 72, 0.57762)
      (1710, 155, 0.40176)
      (1710, 247, 0.20091)
      (1710, 250, 0.85660)
      (1710, 327, 0.17020)
      (1710, 599, 0.96424)
      (1710, 874, 0.62396)
      (1710, 966, 0.10997)
      (1710, 1205, 0.72064)
      (1710, 1341, 0.14598)
      (1710, 1405, 0.17061)
      (1710, 1467, 0.05332)
      (1710, 1630, 0.98959)
      (1710, 1713, 0.35920)
      (1710, 1744, 0.53116)
      (1710, 1831, 0.73419)
      (1710, 1873, 0.23098)
      (1710, 1880, 0.06779)
      (1711, 167, 0.34669)
      (1711, 236, 0.55128)
      (1711, 298, 0.15052)
      (1711, 407, 0.87399)
      (1711, 708, 0.90568)
      (1711, 930, 0.71796)
      (1711, 1354, 0.48164)
      (1711, 1380, 0.51040)
      (1711, 1444, 0.49823)
      (1711, 1469, 0.58833)
      (1711, 1740, 0.17728)
      (1711, 1883, 0.09519)
      (1711, 1900, 0.95789)
      (1711, 1907, 0.81187)
      (1711, 1920, 0.25933)
      (1712, 16, 0.10093)
      (1712, 61, 0.38843)
      (1712, 107, 0.36816)
      (1712, 319, 0.80191)
      (1712, 324, 0.49412)
      (1712, 380, 0.68713)
      (1712, 398, 0.82948)
      (1712, 514, 0.49975)
      (1712, 629, 0.69790)
      (1712, 672, 0.23917)
      (1712, 679, 0.02061)
      (1712, 924, 0.63682)
      (1712, 958, 0.20944)
      (1712, 1033, 0.43768)
      (1712, 1052, 0.66656)
      (1712, 1104, 0.12296)
      (1712, 1164, 0.17752)
      (1712, 1238, 0.60606)
      (1712, 1515, 0.17207)
      (1712, 1573, 0.53416)
      (1712, 1608, 0.52205)
      (1712, 1720, 0.06200)
      (1712, 1751, 0.22890)
      (1712, 1999, 0.57423)
      (1713, 44, 0.39382)
      (1713, 94, 0.33984)
      (1713, 165, 0.52292)
      (1713, 196, 0.08106)
      (1713, 219, 0.21981)
      (1713, 483, 0.09968)
      (1713, 562, 0.18179)
      (1713, 590, 0.74429)
      (1713, 778, 0.10789)
      (1713, 858, 0.90275)
      (1713, 892, 0.35032)
      (1713, 964, 0.29662)
      (1713, 975, 0.55059)
      (1713, 1095, 0.82103)
      (1713, 1100, 0.37805)
      (1713, 1187, 0.67820)
      (1713, 1203, 0.14415)
      (1713, 1233, 0.59037)
      (1713, 1357, 0.36066)
      (1713, 1451, 0.41786)
      (1713, 1542, 0.39268)
      (1713, 1566, 0.15724)
      (1713, 1641, 0.72709)
      (1713, 1950, 0.50899)
      (1714, 26, 0.38764)
      (1714, 158, 0.62524)
      (1714, 196, 0.77225)
      (1714, 255, 0.52936)
      (1714, 559, 0.54290)
      (1714, 639, 0.28564)
      (1714, 694, 0.96198)
      (1714, 1129, 0.32085)
      (1714, 1159, 0.30347)
      (1714, 1288, 0.10231)
      (1714, 1328, 0.79141)
      (1714, 1398, 0.61284)
      (1714, 1469, 0.82719)
      (1714, 1597, 0.93514)
      (1714, 1662, 0.94059)
